SPACECRAFT EVENT TIME,BR,BTHETA,BPHI,B-FIELD MAGNITUDE,RANGE,LATITUDE,LONGITUDE
1996-12-19T06:35:07.948,-150.25,430.54,31.58,457.09,4.07433,-0.69,34.71
1996-12-19T06:35:08.281,-146.98,433.17,32.84,458.60,4.07323,-0.69,34.70
1996-12-19T06:35:08.615,-148.18,428.98,31.82,454.96,4.07212,-0.69,34.69
1996-12-19T06:35:08.948,-150.37,432.52,28.90,458.82,4.07102,-0.69,34.69
1996-12-19T06:35:09.281,-146.66,432.87,29.61,458.00,4.06992,-0.69,34.68
1996-12-19T06:35:09.615,-147.74,433.45,31.17,459.00,4.06881,-0.69,34.67
1996-12-19T06:35:09.948,-146.60,432.91,28.94,457.97,4.06771,-0.69,34.67
1996-12-19T06:35:10.281,-145.35,433.22,28.45,457.84,4.06661,-0.69,34.66
1996-12-19T06:35:10.615,-145.56,434.13,31.60,458.97,4.06550,-0.69,34.65
1996-12-19T06:35:10.948,-146.42,432.98,28.33,457.94,4.06440,-0.69,34.65
1996-12-19T06:35:11.281,-145.35,432.44,28.58,457.10,4.06330,-0.69,34.64
1996-12-19T06:35:11.615,-145.80,432.66,30.13,457.56,4.06219,-0.69,34.64
1996-12-19T06:35:11.948,-146.04,432.99,32.05,458.08,4.06109,-0.69,34.63
1996-12-19T06:35:12.281,-146.03,430.79,33.71,456.11,4.05999,-0.69,34.62
1996-12-19T06:35:12.615,-145.04,431.30,33.03,456.23,4.05888,-0.69,34.62
1996-12-19T06:35:12.948,-143.88,430.27,33.77,454.94,4.05778,-0.69,34.61
1996-12-19T06:35:13.281,-147.36,430.41,34.44,456.24,4.05668,-0.69,34.60
1996-12-19T06:35:13.615,-148.66,431.64,30.37,457.53,4.05557,-0.69,34.60
1996-12-19T06:35:13.948,-147.15,430.47,31.85,456.04,4.05447,-0.69,34.59
1996-12-19T06:35:14.281,-147.24,431.74,33.39,457.38,4.05337,-0.69,34.58
1996-12-19T06:35:14.615,-147.49,430.22,34.58,456.11,4.05227,-0.69,34.58
1996-12-19T06:35:14.948,-147.03,430.61,34.62,456.34,4.05117,-0.69,34.57
1996-12-19T06:35:15.281,-145.14,430.75,34.19,455.83,4.05006,-0.69,34.56
1996-12-19T06:35:15.615,-148.90,429.10,34.91,455.54,4.04896,-0.69,34.56
1996-12-19T06:35:15.948,-148.60,432.74,34.77,458.86,4.04786,-0.69,34.55
1996-12-19T06:35:16.281,-145.02,431.38,31.96,456.23,4.04676,-0.69,34.54
1996-12-19T06:35:16.615,-147.89,430.46,32.94,456.34,4.04565,-0.69,34.54
1996-12-19T06:35:16.948,-147.70,432.44,31.83,458.08,4.04455,-0.69,34.53
1996-12-19T06:35:17.281,-148.73,431.41,30.78,457.37,4.04345,-0.69,34.52
1996-12-19T06:35:17.615,-149.56,433.22,29.52,459.26,4.04235,-0.69,34.52
1996-12-19T06:35:17.948,-145.13,431.52,38.16,456.87,4.04124,-0.69,34.51
1996-12-19T06:35:18.281,-147.30,430.82,34.07,456.57,4.04014,-0.69,34.50
1996-12-19T06:35:18.615,-146.58,434.16,31.51,459.32,4.03904,-0.69,34.50
1996-12-19T06:35:18.948,-147.38,432.07,31.88,457.63,4.03794,-0.69,34.49
1996-12-19T06:35:19.281,-145.98,431.37,32.91,456.59,4.03684,-0.69,34.48
1996-12-19T06:35:19.615,-147.68,433.29,31.37,458.84,4.03573,-0.69,34.48
1996-12-19T06:35:19.948,-146.78,432.29,30.78,457.57,4.03463,-0.69,34.47
1996-12-19T06:35:20.281,-146.21,434.89,33.06,460.00,4.03353,-0.69,34.46
1996-12-19T06:35:20.615,-147.41,432.04,30.47,457.52,4.03243,-0.69,34.46
1996-12-19T06:35:20.948,-149.40,433.52,33.76,459.79,4.03133,-0.69,34.45
1996-12-19T06:35:21.281,-145.69,432.88,32.16,457.87,4.03022,-0.69,34.44
1996-12-19T06:35:21.615,-147.08,434.14,30.45,459.38,4.02912,-0.69,34.44
1996-12-19T06:35:21.948,-147.84,432.88,28.11,458.30,4.02802,-0.69,34.43
1996-12-19T06:35:22.281,-145.42,432.74,31.16,457.59,4.02692,-0.69,34.42
1996-12-19T06:35:22.615,-146.70,431.06,33.18,456.55,4.02582,-0.69,34.42
1996-12-19T06:35:22.948,-146.01,433.01,31.87,458.07,4.02472,-0.69,34.41
1996-12-19T06:35:23.281,-147.01,431.70,33.18,457.25,4.02361,-0.69,34.41
1996-12-19T06:35:23.615,-149.01,432.87,30.74,458.83,4.02251,-0.69,34.40
1996-12-19T06:35:23.948,-149.86,431.25,28.79,457.45,4.02141,-0.69,34.39
1996-12-19T06:35:24.281,-148.35,431.65,28.80,457.34,4.02031,-0.69,34.39
1996-12-19T06:35:24.615,-145.20,432.52,30.59,457.26,4.01921,-0.69,34.38
1996-12-19T06:35:24.948,-145.59,430.62,28.85,455.48,4.01811,-0.69,34.37
1996-12-19T06:35:25.281,-146.96,431.40,30.46,456.77,4.01701,-0.69,34.37
1996-12-19T06:35:25.615,-147.36,430.64,27.68,456.00,4.01590,-0.69,34.36
1996-12-19T06:35:25.948,-145.68,430.78,28.10,455.61,4.01480,-0.69,34.35
1996-12-19T06:35:26.281,-148.97,431.07,29.40,457.03,4.01370,-0.69,34.35
1996-12-19T06:35:26.615,-147.33,433.35,28.69,458.61,4.01260,-0.69,34.34
1996-12-19T06:35:26.948,-145.68,432.43,28.41,457.19,4.01150,-0.69,34.33
1996-12-19T06:35:27.281,-146.17,431.51,26.62,456.37,4.01040,-0.69,34.33
1996-12-19T06:35:27.615,-148.58,432.39,25.91,457.94,4.00930,-0.70,34.32
1996-12-19T06:35:27.948,-148.13,431.03,27.52,456.60,4.00820,-0.70,34.31
1996-12-19T06:35:28.281,-148.23,433.08,29.47,458.69,4.00710,-0.70,34.31
1996-12-19T06:35:28.615,-145.57,432.47,30.92,457.36,4.00599,-0.70,34.30
1996-12-19T06:35:28.948,-143.64,431.77,24.93,455.72,4.00489,-0.70,34.29
1996-12-19T06:35:29.281,-143.48,433.05,26.62,456.97,4.00379,-0.70,34.29
1996-12-19T06:35:29.615,-143.12,431.42,23.85,455.16,4.00269,-0.70,34.28
1996-12-19T06:35:29.948,-145.47,432.13,24.68,456.62,4.00159,-0.70,34.27
1996-12-19T06:35:30.281,-145.37,433.15,27.66,457.73,4.00049,-0.70,34.27
1996-12-19T06:35:30.615,-147.23,430.34,31.64,455.93,3.99939,-0.70,34.26
1996-12-19T06:35:30.948,-145.96,429.47,29.36,454.55,3.99829,-0.70,34.25
1996-12-19T06:35:31.281,-146.99,429.39,28.73,454.76,3.99719,-0.70,34.24
1996-12-19T06:35:31.615,-147.10,429.99,30.88,455.50,3.99609,-0.70,34.24
1996-12-19T06:35:31.948,-146.06,429.79,29.39,454.89,3.99499,-0.70,34.23
1996-12-19T06:35:32.281,-150.05,427.04,27.91,453.49,3.99389,-0.70,34.22
1996-12-19T06:35:32.615,-149.79,428.77,29.80,455.15,3.99279,-0.70,34.22
1996-12-19T06:35:32.948,-149.44,426.74,31.81,453.27,3.99169,-0.70,34.21
1996-12-19T06:35:33.281,-148.16,427.69,32.07,453.76,3.99059,-0.70,34.20
1996-12-19T06:35:33.615,-146.10,428.47,32.77,453.88,3.98949,-0.70,34.20
1996-12-19T06:35:33.948,-147.30,428.49,33.59,454.34,3.98839,-0.70,34.19
1996-12-19T06:35:34.281,-147.55,428.40,34.17,454.38,3.98729,-0.70,34.18
1996-12-19T06:35:34.615,-146.78,428.16,33.92,453.89,3.98619,-0.70,34.18
1996-12-19T06:35:34.948,-148.16,427.88,33.24,454.03,3.98509,-0.70,34.17
1996-12-19T06:35:35.281,-148.32,428.82,32.29,454.89,3.98399,-0.70,34.16
1996-12-19T06:35:35.615,-146.24,428.40,30.49,453.69,3.98289,-0.70,34.16
1996-12-19T06:35:35.948,-149.53,430.19,30.91,456.49,3.98179,-0.70,34.15
1996-12-19T06:35:36.281,-147.62,428.64,29.09,454.28,3.98069,-0.70,34.14
1996-12-19T06:35:36.615,-147.61,430.27,30.75,455.93,3.97959,-0.70,34.14
1996-12-19T06:35:36.948,-143.40,428.94,34.06,453.55,3.97849,-0.70,34.13
1996-12-19T06:35:37.281,-140.76,429.59,31.92,453.19,3.97739,-0.70,34.12
1996-12-19T06:35:37.615,-141.29,433.65,33.77,457.34,3.97629,-0.70,34.12
1996-12-19T06:35:37.948,-140.16,435.98,32.48,459.11,3.97519,-0.70,34.11
1996-12-19T06:35:38.281,-144.26,429.95,31.13,454.57,3.97409,-0.70,34.10
1996-12-19T06:35:38.615,-142.32,432.28,34.12,456.38,3.97299,-0.70,34.10
1996-12-19T06:35:38.948,-141.27,432.38,32.98,456.07,3.97189,-0.70,34.09
1996-12-19T06:35:39.281,-143.38,433.18,32.48,457.45,3.97079,-0.70,34.08
1996-12-19T06:35:39.615,-140.77,434.82,33.40,458.26,3.96969,-0.70,34.08
1996-12-19T06:35:39.948,-144.52,434.33,34.06,459.00,3.96859,-0.70,34.07
1996-12-19T06:35:40.281,-147.04,434.22,32.15,459.56,3.96749,-0.70,34.06
1996-12-19T06:35:40.615,-149.03,433.34,30.67,459.28,3.96639,-0.70,34.06
1996-12-19T06:35:40.948,-149.96,430.21,30.57,456.62,3.96529,-0.70,34.05
1996-12-19T06:35:41.281,-151.80,432.31,33.63,459.42,3.96419,-0.70,34.04
1996-12-19T06:35:41.615,-148.65,433.02,32.82,459.00,3.96309,-0.70,34.04
1996-12-19T06:35:41.948,-151.64,431.70,34.10,458.83,3.96199,-0.70,34.03
1996-12-19T06:35:42.281,-150.99,435.10,30.30,461.55,3.96090,-0.70,34.02
1996-12-19T06:35:42.615,-149.59,433.64,30.38,459.72,3.95980,-0.70,34.01
1996-12-19T06:35:42.948,-152.98,434.46,32.06,461.72,3.95870,-0.70,34.01
1996-12-19T06:35:43.281,-150.26,434.22,31.63,460.57,3.95760,-0.70,34.00
1996-12-19T06:35:43.615,-152.45,435.85,31.81,462.83,3.95650,-0.70,33.99
1996-12-19T06:35:43.948,-160.20,432.51,29.99,462.20,3.95540,-0.70,33.99
1996-12-19T06:35:44.281,-161.21,429.74,31.17,460.04,3.95430,-0.70,33.98
1996-12-19T06:35:44.615,-161.23,432.20,31.44,462.37,3.95320,-0.70,33.97
1996-12-19T06:35:44.948,-160.99,432.94,31.47,462.97,3.95210,-0.70,33.97
1996-12-19T06:35:45.281,-161.03,434.94,31.86,464.88,3.95101,-0.70,33.96
1996-12-19T06:35:45.615,-157.80,433.15,33.55,462.22,3.94991,-0.70,33.95
1996-12-19T06:35:45.948,-158.61,435.95,33.76,465.13,3.94881,-0.70,33.95
1996-12-19T06:35:46.281,-158.54,433.31,31.90,462.50,3.94771,-0.70,33.94
1996-12-19T06:35:46.615,-161.06,433.53,30.80,463.51,3.94661,-0.70,33.93
1996-12-19T06:35:46.948,-164.94,432.20,34.01,463.85,3.94551,-0.70,33.93
1996-12-19T06:35:47.281,-158.17,436.23,33.18,465.21,3.94442,-0.70,33.92
1996-12-19T06:35:47.615,-157.29,433.99,30.57,462.62,3.94332,-0.71,33.91
1996-12-19T06:35:47.948,-157.36,435.04,30.64,463.64,3.94222,-0.71,33.90
1996-12-19T06:35:48.281,-153.59,437.62,31.72,464.87,3.94112,-0.71,33.90
1996-12-19T06:35:48.615,-155.31,437.56,31.18,465.35,3.94002,-0.71,33.89
1996-12-19T06:35:48.948,-156.87,437.11,30.00,465.38,3.93892,-0.71,33.88
1996-12-19T06:35:49.281,-156.59,436.59,32.95,464.99,3.93783,-0.71,33.88
1996-12-19T06:35:49.615,-158.54,435.97,31.34,464.96,3.93673,-0.71,33.87
1996-12-19T06:35:49.948,-161.26,435.61,32.26,465.62,3.93563,-0.71,33.86
1996-12-19T06:35:50.281,-160.87,436.05,30.38,465.77,3.93453,-0.71,33.86
1996-12-19T06:35:50.615,-160.37,435.00,30.53,464.62,3.93343,-0.71,33.85
1996-12-19T06:35:50.948,-159.06,435.08,30.06,464.22,3.93234,-0.71,33.84
1996-12-19T06:35:51.281,-161.40,434.84,32.87,465.00,3.93124,-0.71,33.84
1996-12-19T06:35:51.615,-159.53,437.52,33.99,466.93,3.93014,-0.71,33.83
1996-12-19T06:35:51.948,-157.38,437.57,34.63,466.30,3.92904,-0.71,33.82
1996-12-19T06:35:52.281,-158.36,435.87,30.26,464.73,3.92794,-0.71,33.81
1996-12-19T06:35:52.615,-156.18,438.18,31.54,466.25,3.92685,-0.71,33.81
1996-12-19T06:35:52.948,-157.48,438.63,34.07,467.29,3.92575,-0.71,33.80
1996-12-19T06:35:53.281,-158.32,438.81,30.44,467.49,3.92465,-0.71,33.79
1996-12-19T06:35:53.615,-155.17,437.89,35.14,465.90,3.92355,-0.71,33.79
1996-12-19T06:35:53.948,-157.70,440.36,30.11,468.72,3.92246,-0.71,33.78
1996-12-19T06:35:54.281,-156.43,438.19,33.22,466.46,3.92136,-0.71,33.77
1996-12-19T06:35:54.615,-155.99,437.21,32.59,465.34,3.92026,-0.71,33.77
1996-12-19T06:35:54.948,-155.35,436.19,33.24,464.22,3.91916,-0.71,33.76
1996-12-19T06:35:55.281,-155.75,433.61,31.75,461.83,3.91807,-0.71,33.75
1996-12-19T06:35:55.615,-158.16,436.07,30.57,464.87,3.91697,-0.71,33.75
1996-12-19T06:35:55.948,-158.37,437.04,29.21,465.77,3.91587,-0.71,33.74
1996-12-19T06:35:56.281,-155.84,436.61,32.96,464.76,3.91478,-0.71,33.73
1996-12-19T06:35:56.615,-154.75,438.91,33.96,466.63,3.91368,-0.71,33.72
1996-12-19T06:35:56.948,-157.19,438.52,31.70,466.92,3.91258,-0.71,33.72
1996-12-19T06:35:57.281,-159.56,437.42,33.54,466.82,3.91148,-0.71,33.71
1996-12-19T06:35:57.615,-158.05,438.04,33.31,466.87,3.91038,-0.71,33.70
1996-12-19T06:35:57.948,-160.01,433.01,30.40,462.63,3.90929,-0.71,33.70
1996-12-19T06:35:58.281,-158.29,432.91,32.70,462.10,3.90819,-0.71,33.69
1996-12-19T06:35:58.615,-155.03,436.57,31.26,464.33,3.90709,-0.71,33.68
1996-12-19T06:35:58.948,-154.93,438.58,29.90,466.10,3.90600,-0.71,33.68
1996-12-19T06:35:59.281,-156.61,437.06,29.77,465.23,3.90490,-0.71,33.67
1996-12-19T06:35:59.615,-154.87,438.03,31.16,465.65,3.90380,-0.71,33.66
1996-12-19T06:35:59.948,-153.33,437.86,32.24,465.05,3.90271,-0.71,33.65
1996-12-19T06:36:00.281,-153.01,436.79,30.16,463.80,3.90161,-0.71,33.65
1996-12-19T06:36:00.615,-152.86,433.77,33.24,461.11,3.90051,-0.71,33.64
1996-12-19T06:36:00.948,-154.32,437.93,31.64,465.40,3.89942,-0.71,33.63
1996-12-19T06:36:01.281,-155.45,436.63,31.91,464.58,3.89832,-0.71,33.63
1996-12-19T06:36:01.615,-153.15,433.68,29.59,460.88,3.89722,-0.71,33.62
1996-12-19T06:36:01.948,-151.45,436.41,31.35,463.00,3.89613,-0.71,33.61
1996-12-19T06:36:02.281,-152.44,438.16,30.18,464.90,3.89503,-0.71,33.60
1996-12-19T06:36:02.615,-153.74,436.43,29.62,463.66,3.89394,-0.71,33.60
1996-12-19T06:36:02.948,-155.24,434.98,28.91,462.75,3.89284,-0.71,33.59
1996-12-19T06:36:03.281,-154.55,436.33,32.41,464.02,3.89174,-0.71,33.58
1996-12-19T06:36:03.615,-153.56,435.80,32.38,463.20,3.89065,-0.71,33.58
1996-12-19T06:36:03.948,-153.67,436.33,29.79,463.56,3.88955,-0.71,33.57
1996-12-19T06:36:04.281,-152.73,438.48,28.06,465.16,3.88846,-0.71,33.56
1996-12-19T06:36:04.615,-152.90,436.72,28.44,463.58,3.88736,-0.71,33.56
1996-12-19T06:36:04.948,-151.49,438.79,30.40,465.20,3.88626,-0.71,33.55
1996-12-19T06:36:05.281,-153.18,436.69,33.17,463.97,3.88517,-0.71,33.54
1996-12-19T06:36:05.615,-152.46,436.07,35.05,463.28,3.88407,-0.71,33.53
1996-12-19T06:36:05.948,-153.18,438.97,32.09,466.03,3.88298,-0.71,33.53
1996-12-19T06:36:06.281,-153.37,436.26,29.86,463.40,3.88188,-0.71,33.52
1996-12-19T06:36:06.615,-152.70,436.88,30.59,463.80,3.88078,-0.71,33.51
1996-12-19T06:36:06.948,-152.54,436.52,30.04,463.38,3.87969,-0.72,33.51
1996-12-19T06:36:07.281,-153.48,436.49,30.13,463.67,3.87859,-0.72,33.50
1996-12-19T06:36:07.615,-152.02,438.50,31.86,465.20,3.87750,-0.72,33.49
1996-12-19T06:36:07.948,-151.11,437.29,32.83,463.83,3.87640,-0.72,33.48
1996-12-19T06:36:08.281,-154.73,437.22,30.97,464.83,3.87531,-0.72,33.48
1996-12-19T06:36:08.615,-152.90,437.59,32.54,464.67,3.87421,-0.72,33.47
1996-12-19T06:36:08.948,-155.27,436.83,30.46,464.60,3.87312,-0.72,33.46
1996-12-19T06:36:09.281,-151.97,437.74,33.34,464.56,3.87202,-0.72,33.46
1996-12-19T06:36:09.615,-150.83,436.22,30.91,462.59,3.87092,-0.72,33.45
1996-12-19T06:36:09.948,-150.15,435.55,33.00,461.89,3.86983,-0.72,33.44
1996-12-19T06:36:10.281,-153.05,436.11,33.30,463.38,3.86874,-0.72,33.43
1996-12-19T06:36:10.615,-153.35,435.76,29.80,462.91,3.86764,-0.72,33.43
1996-12-19T06:36:10.948,-155.65,434.87,33.13,463.07,3.86654,-0.72,33.42
1996-12-19T06:36:11.281,-153.11,434.96,33.31,462.33,3.86545,-0.72,33.41
1996-12-19T06:36:11.615,-151.23,434.20,33.47,461.00,3.86435,-0.72,33.41
1996-12-19T06:36:11.948,-150.36,436.07,33.37,462.47,3.86326,-0.72,33.40
1996-12-19T06:36:12.281,-150.48,436.83,33.92,463.27,3.86216,-0.72,33.39
1996-12-19T06:36:12.615,-151.28,436.22,34.92,463.03,3.86107,-0.72,33.38
1996-12-19T06:36:12.948,-155.99,437.14,29.66,465.08,3.85997,-0.72,33.38
1996-12-19T06:36:13.281,-152.26,437.26,32.41,464.15,3.85888,-0.72,33.37
1996-12-19T06:36:13.615,-154.42,435.58,32.34,463.27,3.85778,-0.72,33.36
1996-12-19T06:36:13.948,-154.02,435.59,31.52,463.10,3.85669,-0.72,33.36
1996-12-19T06:36:14.281,-154.31,436.04,30.15,463.52,3.85560,-0.72,33.35
1996-12-19T06:36:14.615,-156.69,436.42,30.44,464.69,3.85450,-0.72,33.34
1996-12-19T06:36:14.948,-153.67,437.31,31.04,464.56,3.85341,-0.72,33.33
1996-12-19T06:36:15.281,-154.30,436.36,32.23,463.96,3.85231,-0.72,33.33
1996-12-19T06:36:15.615,-155.65,435.83,30.26,463.78,3.85122,-0.72,33.32
1996-12-19T06:36:15.948,-155.57,438.56,32.59,466.47,3.85012,-0.72,33.31
1996-12-19T06:36:16.281,-157.10,437.39,33.04,465.92,3.84903,-0.72,33.31
1996-12-19T06:36:16.615,-154.03,437.07,30.60,464.42,3.84793,-0.72,33.30
