SPACECRAFT EVENT TIME,BR,BTHETA,BPHI,B-FIELD MAGNITUDE,RANGE,LATITUDE,LONGITUDE
1998-03-29T13:06:02.330,-123.24,412.18,202.32,475.41,4.23211,5.68,69.96
1998-03-29T13:06:02.663,-122.83,412.30,202.66,475.55,4.23092,5.68,69.97
1998-03-29T13:06:02.996,-122.77,412.44,202.61,475.63,4.22973,5.68,69.98
1998-03-29T13:06:03.330,-122.58,412.43,202.44,475.51,4.22854,5.68,69.99
1998-03-29T13:06:03.663,-122.56,412.47,202.31,475.48,4.22735,5.68,70.00
1998-03-29T13:06:03.996,-122.64,412.55,202.30,475.57,4.22616,5.69,70.01
1998-03-29T13:06:04.330,-122.48,412.69,202.45,475.71,4.22497,5.69,70.01
1998-03-29T13:06:04.663,-122.54,412.66,202.10,475.55,4.22378,5.69,70.02
1998-03-29T13:06:04.996,-122.48,412.53,202.37,475.54,4.22259,5.69,70.03
1998-03-29T13:06:05.330,-122.42,412.67,202.00,475.49,4.22140,5.69,70.04
1998-03-29T13:06:05.663,-122.60,412.77,201.61,475.45,4.22021,5.70,70.05
1998-03-29T13:06:05.996,-122.50,412.73,201.59,475.39,4.21902,5.70,70.06
1998-03-29T13:06:06.330,-122.75,412.69,201.71,475.46,4.21783,5.70,70.07
1998-03-29T13:06:06.663,-122.69,412.86,201.60,475.56,4.21664,5.70,70.07
1998-03-29T13:06:06.996,-122.73,412.95,201.64,475.66,4.21545,5.70,70.08
1998-03-29T13:06:07.330,-122.47,413.01,201.86,475.74,4.21426,5.70,70.09
1998-03-29T13:06:07.663,-122.41,412.93,202.27,475.82,4.21307,5.71,70.10
1998-03-29T13:06:07.996,-122.30,412.91,202.49,475.87,4.21189,5.71,70.11
1998-03-29T13:06:08.330,-122.28,412.87,202.49,475.83,4.21070,5.71,70.12
1998-03-29T13:06:08.663,-122.21,412.90,202.50,475.85,4.20951,5.71,70.13
1998-03-29T13:06:08.996,-122.03,413.06,202.53,475.95,4.20832,5.71,70.14
1998-03-29T13:06:09.330,-121.79,412.94,202.65,475.83,4.20713,5.71,70.14
1998-03-29T13:06:09.663,-122.17,412.61,202.75,475.69,4.20594,5.72,70.15
1998-03-29T13:06:09.996,-122.25,412.70,202.59,475.72,4.20476,5.72,70.16
1998-03-29T13:06:10.330,-122.48,412.55,202.52,475.62,4.20357,5.72,70.17
1998-03-29T13:06:10.663,-122.74,412.45,202.68,475.67,4.20238,5.72,70.18
1998-03-29T13:06:10.996,-122.91,412.49,202.69,475.75,4.20119,5.72,70.19
1998-03-29T13:06:11.330,-122.98,412.49,202.59,475.73,4.20000,5.72,70.20
1998-03-29T13:06:11.663,-122.80,412.54,202.87,475.84,4.19882,5.73,70.21
1998-03-29T13:06:11.996,-122.49,412.73,202.92,475.95,4.19763,5.73,70.21
1998-03-29T13:06:12.330,-122.49,412.94,202.90,476.12,4.19644,5.73,70.22
1998-03-29T13:06:12.663,-122.63,412.88,202.76,476.05,4.19525,5.73,70.23
1998-03-29T13:06:12.996,-122.50,412.88,202.67,475.98,4.19407,5.73,70.24
1998-03-29T13:06:13.330,-122.21,413.32,202.15,476.06,4.19288,5.74,70.25
1998-03-29T13:06:13.663,-122.01,413.10,202.51,475.97,4.19169,5.74,70.26
1998-03-29T13:06:13.996,-122.07,412.98,202.82,476.01,4.19051,5.74,70.27
1998-03-29T13:06:14.330,-122.08,413.20,202.63,476.13,4.18932,5.74,70.28
1998-03-29T13:06:14.663,-122.04,413.31,202.72,476.25,4.18813,5.74,70.28
1998-03-29T13:06:14.996,-122.06,413.39,202.34,476.17,4.18695,5.74,70.29
1998-03-29T13:06:15.330,-121.88,413.46,202.52,476.25,4.18576,5.75,70.30
1998-03-29T13:06:15.663,-122.05,413.33,202.39,476.13,4.18457,5.75,70.31
1998-03-29T13:06:15.996,-121.98,413.02,202.36,475.83,4.18339,5.75,70.32
1998-03-29T13:06:16.330,-121.92,413.00,202.07,475.67,4.18220,5.75,70.33
1998-03-29T13:06:16.663,-121.93,413.01,202.05,475.68,4.18101,5.75,70.34
1998-03-29T13:06:16.996,-121.89,412.98,202.05,475.64,4.17983,5.75,70.35
1998-03-29T13:06:17.330,-121.78,412.99,201.76,475.50,4.17864,5.76,70.36
1998-03-29T13:06:17.663,-121.83,413.01,202.12,475.68,4.17746,5.76,70.36
1998-03-29T13:06:17.996,-121.92,412.85,202.12,475.56,4.17627,5.76,70.37
1998-03-29T13:06:18.330,-121.87,412.83,202.05,475.51,4.17508,5.76,70.38
1998-03-29T13:06:18.663,-121.58,412.92,201.78,475.40,4.17390,5.76,70.39
1998-03-29T13:06:18.996,-121.52,412.77,201.98,475.34,4.17272,5.76,70.40
1998-03-29T13:06:19.330,-121.35,412.74,202.08,475.31,4.17153,5.77,70.41
1998-03-29T13:06:19.663,-121.52,412.55,202.58,475.40,4.17034,5.77,70.42
1998-03-29T13:06:19.996,-121.70,412.53,202.37,475.33,4.16916,5.77,70.43
1998-03-29T13:06:20.330,-121.75,412.55,202.48,475.42,4.16797,5.77,70.43
1998-03-29T13:06:20.663,-121.88,412.59,202.69,475.57,4.16679,5.77,70.44
1998-03-29T13:06:20.996,-121.81,412.49,202.93,475.57,4.16561,5.78,70.45
1998-03-29T13:06:21.330,-121.74,412.55,202.81,475.55,4.16442,5.78,70.46
1998-03-29T13:06:21.663,-121.98,412.38,203.28,475.67,4.16324,5.78,70.47
1998-03-29T13:06:21.996,-121.98,412.38,203.62,475.81,4.16205,5.78,70.48
1998-03-29T13:06:22.330,-121.66,412.36,203.71,475.75,4.16087,5.78,70.49
1998-03-29T13:06:22.663,-121.55,412.55,203.38,475.75,4.15968,5.78,70.50
1998-03-29T13:06:22.996,-121.48,412.46,203.38,475.65,4.15850,5.79,70.51
1998-03-29T13:06:23.330,-121.40,412.55,203.25,475.66,4.15731,5.79,70.51
1998-03-29T13:06:23.663,-121.50,412.56,203.32,475.71,4.15613,5.79,70.52
1998-03-29T13:06:23.996,-121.50,412.33,203.37,475.54,4.15495,5.79,70.53
1998-03-29T13:06:24.330,-121.48,412.33,203.38,475.54,4.15376,5.79,70.54
1998-03-29T13:06:24.663,-121.53,412.05,203.45,475.34,4.15258,5.79,70.55
1998-03-29T13:06:24.996,-121.91,412.07,203.48,475.47,4.15140,5.80,70.56
1998-03-29T13:06:25.330,-121.75,412.18,203.42,475.50,4.15021,5.80,70.57
1998-03-29T13:06:25.663,-121.97,412.12,203.76,475.65,4.14903,5.80,70.58
1998-03-29T13:06:25.996,-122.05,411.94,204.11,475.66,4.14785,5.80,70.59
1998-03-29T13:06:26.330,-122.00,412.11,204.02,475.75,4.14666,5.80,70.60
1998-03-29T13:06:26.663,-121.89,412.40,203.87,475.92,4.14548,5.81,70.60
1998-03-29T13:06:26.996,-121.69,412.59,203.81,476.00,4.14430,5.81,70.61
1998-03-29T13:06:27.330,-121.45,412.87,203.59,476.09,4.14312,5.81,70.62
1998-03-29T13:06:27.663,-121.56,412.81,203.88,476.19,4.14193,5.81,70.63
1998-03-29T13:06:27.996,-121.48,412.91,203.81,476.22,4.14075,5.81,70.64
1998-03-29T13:06:28.330,-121.56,412.66,204.05,476.13,4.13957,5.81,70.65
1998-03-29T13:06:28.663,-121.76,412.51,203.93,476.00,4.13839,5.82,70.66
1998-03-29T13:06:28.996,-121.66,412.47,204.00,475.97,4.13721,5.82,70.67
1998-03-29T13:06:29.330,-121.32,412.66,204.03,476.06,4.13602,5.82,70.68
1998-03-29T13:06:29.663,-121.75,412.53,204.01,476.05,4.13484,5.82,70.69
1998-03-29T13:06:29.996,-121.96,412.42,204.11,476.05,4.13366,5.82,70.69
1998-03-29T13:06:30.330,-121.82,412.53,204.10,476.11,4.13248,5.82,70.70
1998-03-29T13:06:30.663,-121.71,412.66,204.10,476.19,4.13130,5.83,70.71
1998-03-29T13:06:30.996,-121.90,412.58,204.12,476.18,4.13012,5.83,70.72
1998-03-29T13:06:31.330,-121.75,412.72,204.00,476.21,4.12893,5.83,70.73
1998-03-29T13:06:31.663,-121.66,412.69,203.98,476.15,4.12775,5.83,70.74
1998-03-29T13:06:31.996,-121.36,412.76,203.96,476.13,4.12657,5.83,70.75
1998-03-29T13:06:32.330,-121.74,412.58,204.34,476.23,4.12539,5.84,70.76
1998-03-29T13:06:32.663,-121.60,412.66,204.25,476.23,4.12421,5.84,70.77
1998-03-29T13:06:32.996,-121.43,412.74,204.36,476.30,4.12303,5.84,70.78
1998-03-29T13:06:33.330,-121.32,412.86,203.90,476.18,4.12185,5.84,70.79
1998-03-29T13:06:33.663,-121.16,412.95,203.76,476.15,4.12067,5.84,70.79
1998-03-29T13:06:33.996,-121.04,412.72,203.93,476.00,4.11949,5.84,70.80
1998-03-29T13:06:34.330,-121.19,412.72,203.90,476.03,4.11831,5.85,70.81
1998-03-29T13:06:34.663,-121.39,412.69,204.09,476.14,4.11713,5.85,70.82
1998-03-29T13:06:34.996,-121.11,412.36,204.27,475.85,4.11595,5.85,70.83
1998-03-29T13:06:35.330,-120.92,412.41,204.36,475.89,4.11477,5.85,70.84
1998-03-29T13:06:35.663,-120.92,412.22,204.39,475.73,4.11359,5.85,70.85
1998-03-29T13:06:35.996,-120.79,412.27,204.41,475.75,4.11241,5.86,70.86
1998-03-29T13:06:36.330,-120.50,412.32,204.29,475.67,4.11123,5.86,70.87
1998-03-29T13:06:36.663,-120.22,412.24,204.52,475.63,4.11005,5.86,70.88
1998-03-29T13:06:36.996,-120.11,412.26,204.16,475.47,4.10887,5.86,70.89
1998-03-29T13:06:37.330,-119.78,412.12,204.51,475.41,4.10769,5.86,70.90
1998-03-29T13:06:37.663,-119.37,412.25,204.49,475.41,4.10651,5.86,70.90
1998-03-29T13:06:37.996,-119.48,412.26,204.42,475.42,4.10533,5.87,70.91
1998-03-29T13:06:38.330,-119.58,412.16,204.39,475.34,4.10415,5.87,70.92
1998-03-29T13:06:38.663,-119.60,412.23,204.26,475.36,4.10297,5.87,70.93
1998-03-29T13:06:38.996,-119.71,412.19,204.10,475.28,4.10180,5.87,70.94
1998-03-29T13:06:39.330,-120.70,412.01,204.00,475.32,4.10061,5.87,70.95
1998-03-29T13:06:39.663,-121.19,412.07,204.03,475.51,4.09944,5.87,70.96
1998-03-29T13:06:39.996,-121.06,412.13,204.19,475.60,4.09826,5.88,70.97
1998-03-29T13:06:40.330,-120.73,412.20,204.48,475.71,4.09708,5.88,70.98
1998-03-29T13:06:40.663,-120.47,412.20,204.77,475.76,4.09590,5.88,70.99
1998-03-29T13:06:40.996,-120.12,412.32,204.92,475.84,4.09473,5.88,71.00
1998-03-29T13:06:41.330,-119.45,412.25,205.17,475.72,4.09355,5.88,71.01
1998-03-29T13:06:41.663,-119.48,412.22,205.08,475.67,4.09237,5.89,71.01
1998-03-29T13:06:41.996,-119.35,412.52,204.56,475.67,4.09119,5.89,71.02
1998-03-29T13:06:42.330,-119.54,412.31,204.89,475.67,4.09001,5.89,71.03
1998-03-29T13:06:42.663,-119.41,412.41,204.67,475.64,4.08884,5.89,71.04
1998-03-29T13:06:42.996,-119.32,412.17,204.75,475.44,4.08766,5.89,71.05
1998-03-29T13:06:43.330,-119.02,412.40,204.42,475.42,4.08648,5.89,71.06
1998-03-29T13:06:43.663,-119.33,412.34,204.54,475.50,4.08530,5.90,71.07
1998-03-29T13:06:43.996,-119.76,412.23,204.53,475.51,4.08413,5.90,71.08
1998-03-29T13:06:44.330,-120.00,412.05,204.72,475.49,4.08295,5.90,71.09
1998-03-29T13:06:44.663,-120.14,412.33,204.47,475.67,4.08177,5.90,71.10
1998-03-29T13:06:44.996,-120.07,412.20,204.63,475.60,4.08060,5.90,71.11
1998-03-29T13:06:45.330,-120.04,412.29,204.57,475.65,4.07942,5.91,71.12
1998-03-29T13:06:45.663,-119.98,412.47,204.75,475.87,4.07824,5.91,71.13
1998-03-29T13:06:45.996,-119.94,412.57,204.82,475.97,4.07707,5.91,71.14
1998-03-29T13:06:46.330,-119.83,412.57,204.91,475.98,4.07589,5.91,71.14
1998-03-29T13:06:46.663,-119.83,412.59,205.06,476.07,4.07471,5.91,71.15
1998-03-29T13:06:46.996,-119.34,412.79,204.93,476.06,4.07354,5.91,71.16
1998-03-29T13:06:47.330,-118.88,413.06,204.50,476.00,4.07236,5.92,71.17
1998-03-29T13:06:47.663,-119.28,412.69,204.60,475.82,4.07119,5.92,71.18
1998-03-29T13:06:47.996,-119.60,412.47,204.63,475.72,4.07001,5.92,71.19
1998-03-29T13:06:48.330,-119.57,412.53,204.61,475.76,4.06883,5.92,71.20
1998-03-29T13:06:48.663,-119.55,412.33,204.72,475.63,4.06766,5.92,71.21
1998-03-29T13:06:48.996,-119.78,412.19,204.90,475.64,4.06649,5.93,71.22
1998-03-29T13:06:49.330,-120.08,412.16,204.72,475.61,4.06531,5.93,71.23
1998-03-29T13:06:49.663,-120.21,412.10,204.54,475.51,4.06413,5.93,71.24
1998-03-29T13:06:49.996,-120.49,412.00,204.43,475.45,4.06296,5.93,71.25
1998-03-29T13:06:50.330,-120.34,412.10,204.33,475.46,4.06178,5.93,71.26
1998-03-29T13:06:50.663,-120.18,412.11,204.30,475.41,4.06061,5.93,71.27
1998-03-29T13:06:50.996,-119.96,412.06,204.35,475.33,4.05944,5.94,71.28
1998-03-29T13:06:51.330,-119.98,412.09,204.18,475.29,4.05826,5.94,71.28
1998-03-29T13:06:51.663,-120.14,412.12,203.94,475.26,4.05709,5.94,71.29
1998-03-29T13:06:51.996,-120.23,412.15,203.90,475.29,4.05591,5.94,71.30
1998-03-29T13:06:52.330,-119.92,411.95,204.04,475.10,4.05474,5.94,71.31
1998-03-29T13:06:52.663,-119.57,411.81,204.25,474.98,4.05356,5.95,71.32
1998-03-29T13:06:52.996,-119.45,411.91,204.29,475.05,4.05239,5.95,71.33
1998-03-29T13:06:53.330,-119.41,411.61,204.23,474.75,4.05121,5.95,71.34
1998-03-29T13:06:53.663,-119.68,411.67,204.13,474.83,4.05004,5.95,71.35
1998-03-29T13:06:53.996,-119.63,411.43,204.34,474.70,4.04887,5.95,71.36
1998-03-29T13:06:54.330,-119.53,411.51,204.17,474.67,4.04769,5.96,71.37
1998-03-29T13:06:54.663,-119.55,411.58,204.15,474.72,4.04652,5.96,71.38
1998-03-29T13:06:54.996,-119.31,411.54,204.46,474.76,4.04535,5.96,71.39
1998-03-29T13:06:55.330,-119.14,411.69,204.39,474.83,4.04417,5.96,71.40
1998-03-29T13:06:55.663,-119.10,411.69,204.34,474.79,4.04300,5.96,71.41
1998-03-29T13:06:55.996,-119.31,411.53,204.32,474.69,4.04183,5.96,71.42
1998-03-29T13:06:56.330,-119.28,411.52,204.39,474.71,4.04065,5.97,71.43
1998-03-29T13:06:56.663,-119.18,411.60,204.20,474.67,4.03948,5.97,71.44
1998-03-29T13:06:56.996,-119.07,411.55,204.08,474.55,4.03831,5.97,71.45
1998-03-29T13:06:57.330,-118.90,411.53,204.18,474.54,4.03714,5.97,71.46
1998-03-29T13:06:57.663,-118.75,411.40,204.36,474.46,4.03597,5.97,71.46
1998-03-29T13:06:57.996,-118.83,411.36,204.31,474.42,4.03479,5.98,71.47
1998-03-29T13:06:58.330,-119.09,411.43,204.09,474.46,4.03362,5.98,71.48
1998-03-29T13:06:58.663,-119.27,411.56,204.16,474.64,4.03245,5.98,71.49
1998-03-29T13:06:58.996,-119.15,411.62,204.13,474.66,4.03128,5.98,71.50
1998-03-29T13:06:59.330,-119.08,411.53,204.71,474.81,4.03010,5.98,71.51
1998-03-29T13:06:59.663,-118.95,411.64,204.42,474.75,4.02893,5.98,71.52
1998-03-29T13:06:59.996,-119.03,411.81,204.38,474.90,4.02776,5.99,71.53
1998-03-29T13:07:00.330,-118.86,411.93,204.66,475.08,4.02659,5.99,71.54
1998-03-29T13:07:00.663,-118.70,411.80,204.66,474.92,4.02542,5.99,71.55
1998-03-29T13:07:00.996,-118.61,411.76,204.90,474.97,4.02425,5.99,71.56
1998-03-29T13:07:01.330,-118.23,411.83,204.76,474.88,4.02308,5.99,71.57
1998-03-29T13:07:01.663,-118.49,411.85,204.58,474.88,4.02191,6.00,71.58
1998-03-29T13:07:01.996,-118.53,411.50,204.89,474.72,4.02074,6.00,71.59
1998-03-29T13:07:02.330,-118.50,411.80,204.86,474.96,4.01956,6.00,71.60
1998-03-29T13:07:02.663,-118.59,411.68,204.78,474.84,4.01839,6.00,71.61
1998-03-29T13:07:02.996,-118.74,411.64,204.70,474.82,4.01723,6.00,71.62
1998-03-29T13:07:03.330,-118.88,411.53,205.01,474.89,4.01605,6.01,71.63
1998-03-29T13:07:03.663,-118.97,411.43,205.25,474.93,4.01488,6.01,71.64
1998-03-29T13:07:03.996,-118.97,411.32,205.32,474.86,4.01371,6.01,71.65
1998-03-29T13:07:04.330,-118.86,411.38,205.30,474.88,4.01254,6.01,71.66
1998-03-29T13:07:04.663,-118.62,411.64,205.16,474.99,4.01137,6.01,71.67
1998-03-29T13:07:04.996,-118.48,411.62,205.12,474.91,4.01021,6.01,71.68
1998-03-29T13:07:05.330,-118.20,411.67,205.00,474.84,4.00903,6.02,71.68
1998-03-29T13:07:05.663,-118.03,411.69,205.06,474.84,4.00786,6.02,71.69
1998-03-29T13:07:05.996,-118.03,411.68,205.22,474.90,4.00670,6.02,71.70
1998-03-29T13:07:06.330,-118.07,411.33,205.10,474.55,4.00553,6.02,71.71
1998-03-29T13:07:06.663,-118.25,411.29,205.15,474.58,4.00436,6.02,71.72
1998-03-29T13:07:06.996,-118.55,411.48,204.57,474.57,4.00319,6.03,71.73
1998-03-29T13:07:07.330,-118.69,411.21,205.18,474.64,4.00202,6.03,71.74
1998-03-29T13:07:07.663,-118.62,411.18,205.23,474.61,4.00085,6.03,71.75
1998-03-29T13:07:07.996,-118.75,411.16,205.04,474.55,3.99968,6.03,71.76
1998-03-29T13:07:08.330,-118.86,411.12,205.42,474.71,3.99851,6.03,71.77
1998-03-29T13:07:08.663,-118.76,411.16,205.47,474.74,3.99734,6.04,71.78
1998-03-29T13:07:08.996,-118.92,411.16,205.79,474.91,3.99618,6.04,71.79
1998-03-29T13:07:09.330,-118.76,411.29,205.42,474.83,3.99501,6.04,71.80
1998-03-29T13:07:09.663,-118.75,411.37,205.40,474.88,3.99384,6.04,71.81
1998-03-29T13:07:09.996,-118.75,411.34,205.14,474.75,3.99267,6.04,71.82
1998-03-29T13:07:10.330,-118.50,411.43,205.10,474.75,3.99150,6.04,71.83
1998-03-29T13:07:10.663,-118.44,411.51,205.24,474.86,3.99034,6.05,71.84
1998-03-29T13:07:10.996,-118.33,411.55,205.38,474.93,3.98917,6.05,71.85
1998-03-29T13:07:11.330,-118.20,411.66,205.43,475.01,3.98800,6.05,71.86
1998-03-29T13:07:11.663,-118.06,411.76,205.25,474.99,3.98683,6.05,71.87
1998-03-29T13:07:11.996,-118.30,411.85,205.19,475.09,3.98567,6.05,71.88
1998-03-29T13:07:12.330,-118.39,411.80,204.59,474.81,3.98450,6.06,71.89
1998-03-29T13:07:12.663,-118.34,411.80,205.04,475.00,3.98333,6.06,71.90
1998-03-29T13:07:12.996,-118.36,411.82,204.96,474.99,3.98217,6.06,71.91
1998-03-29T13:07:13.330,-118.40,411.94,204.77,475.02,3.98100,6.06,71.92
1998-03-29T13:07:13.663,-118.26,411.85,204.77,474.91,3.97983,6.06,71.93
1998-03-29T13:07:13.996,-118.18,411.81,204.70,474.82,3.97867,6.07,71.94
1998-03-29T13:07:14.330,-118.08,411.94,204.73,474.92,3.97750,6.07,71.95
1998-03-29T13:07:14.663,-118.05,411.96,205.08,475.08,3.97633,6.07,71.96
1998-03-29T13:07:14.996,-117.88,411.87,204.81,474.85,3.97517,6.07,71.97
1998-03-29T13:07:15.330,-117.54,411.77,205.32,474.90,3.97400,6.07,71.98
1998-03-29T13:07:15.663,-117.76,411.96,204.90,474.93,3.97284,6.08,71.99
1998-03-29T13:07:15.996,-117.63,411.90,205.04,474.91,3.97167,6.08,72.00
1998-03-29T13:07:16.330,-117.72,411.78,205.10,474.86,3.97050,6.08,72.01
1998-03-29T13:07:16.663,-117.78,411.94,204.84,474.90,3.96934,6.08,72.02
1998-03-29T13:07:16.996,-118.09,412.07,204.56,474.97,3.96818,6.08,72.03
1998-03-29T13:07:17.330,-118.01,412.12,204.68,475.04,3.96701,6.08,72.04
1998-03-29T13:07:17.663,-118.26,411.81,205.57,475.22,3.96584,6.09,72.05
1998-03-29T13:07:17.996,-118.40,411.77,205.84,475.33,3.96468,6.09,72.06
1998-03-29T13:07:18.330,-117.97,411.92,205.86,475.37,3.96351,6.09,72.07
1998-03-29T13:07:18.663,-117.75,411.87,206.25,475.44,3.96235,6.09,72.08
1998-03-29T13:07:18.996,-117.54,412.25,205.69,475.47,3.96119,6.09,72.09
1998-03-29T13:07:19.330,-117.44,412.16,205.95,475.48,3.96002,6.10,72.10
1998-03-29T13:07:19.663,-117.32,412.05,205.96,475.36,3.95886,6.10,72.11
1998-03-29T13:07:19.996,-117.28,411.95,206.71,475.59,3.95769,6.10,72.11
