SPACECRAFT EVENT TIME,BR,BTHETA,BPHI,B-FIELD MAGNITUDE,RANGE,LATITUDE,EAST LONGITUDE,WEST LONGITUDE
1996-12-19T06:57:47.947,195.88,396.77,75.42,448.87,9.44,-0.21,200.71,159.29
1996-12-19T06:57:48.281,195.38,395.28,78.09,447.79,9.44,-0.21,200.70,159.30
1996-12-19T06:57:48.614,196.76,397.47,80.62,450.78,9.44,-0.21,200.70,159.30
1996-12-19T06:57:48.947,196.09,396.29,76.50,448.72,9.44,-0.21,200.70,159.30
1996-12-19T06:57:49.281,195.10,396.14,77.92,448.40,9.44,-0.21,200.70,159.30
1996-12-19T06:57:49.614,196.44,395.55,74.11,447.82,9.44,-0.21,200.69,159.31
1996-12-19T06:57:49.947,198.58,397.21,75.58,450.47,9.44,-0.21,200.69,159.31
1996-12-19T06:57:50.281,196.62,392.25,76.89,445.46,9.44,-0.21,200.69,159.31
1996-12-19T06:57:50.614,191.94,395.47,75.43,446.01,9.44,-0.21,200.68,159.32
1996-12-19T06:57:50.947,195.96,397.23,70.12,448.46,9.44,-0.21,200.68,159.32
1996-12-19T06:57:51.281,196.53,397.47,73.58,449.46,9.44,-0.21,200.68,159.32
1996-12-19T06:57:51.614,194.68,394.64,74.54,446.31,9.44,-0.21,200.68,159.32
1996-12-19T06:57:51.947,193.05,396.58,73.95,447.23,9.44,-0.21,200.67,159.33
1996-12-19T06:57:52.281,194.28,397.10,75.75,448.52,9.44,-0.21,200.67,159.33
1996-12-19T06:57:52.614,193.55,395.29,73.09,446.16,9.44,-0.21,200.67,159.33
1996-12-19T06:57:52.947,197.24,394.48,74.73,447.33,9.44,-0.21,200.66,159.34
1996-12-19T06:57:53.281,195.99,393.99,75.04,446.40,9.44,-0.21,200.66,159.34
1996-12-19T06:57:53.614,197.26,392.74,71.39,445.26,9.44,-0.21,200.66,159.34
1996-12-19T06:57:53.947,198.96,394.14,71.29,447.23,9.44,-0.21,200.66,159.34
1996-12-19T06:57:54.281,197.13,389.52,72.88,442.61,9.44,-0.21,200.65,159.35
1996-12-19T06:57:54.614,199.76,391.90,70.86,445.54,9.44,-0.21,200.65,159.35
1996-12-19T06:57:54.947,199.63,393.43,73.15,447.21,9.44,-0.21,200.65,159.35
1996-12-19T06:57:55.281,198.39,393.31,72.84,446.50,9.44,-0.21,200.64,159.36
1996-12-19T06:57:55.614,198.52,394.95,71.12,447.72,9.44,-0.21,200.64,159.36
1996-12-19T06:57:55.947,198.96,393.12,68.00,445.82,9.44,-0.21,200.64,159.36
1996-12-19T06:57:56.281,201.62,392.20,67.14,446.07,9.44,-0.21,200.64,159.36
1996-12-19T06:57:56.614,199.55,393.03,72.64,446.74,9.44,-0.21,200.63,159.37
1996-12-19T06:57:56.947,199.33,394.45,70.18,447.49,9.44,-0.21,200.63,159.37
1996-12-19T06:57:57.281,199.77,394.80,74.26,448.66,9.44,-0.21,200.63,159.37
1996-12-19T06:57:57.614,198.26,393.61,72.87,446.70,9.44,-0.21,200.62,159.38
1996-12-19T06:57:57.947,199.83,395.21,75.51,449.25,9.44,-0.21,200.62,159.38
1996-12-19T06:57:58.281,199.60,394.25,75.79,448.35,9.44,-0.21,200.62,159.38
1996-12-19T06:57:58.614,198.97,394.06,72.53,447.36,9.44,-0.21,200.62,159.38
1996-12-19T06:57:58.947,202.46,392.36,70.33,447.08,9.44,-0.21,200.61,159.39
1996-12-19T06:57:59.281,201.78,393.13,73.33,447.93,9.44,-0.21,200.61,159.39
1996-12-19T06:57:59.614,200.92,393.20,72.38,447.45,9.44,-0.21,200.61,159.39
1996-12-19T06:57:59.947,200.33,393.73,71.12,447.45,9.44,-0.21,200.60,159.40
1996-12-19T06:58:00.281,200.38,393.24,72.64,447.28,9.44,-0.21,200.60,159.40
1996-12-19T06:58:00.614,200.25,394.32,69.78,447.73,9.44,-0.21,200.60,159.40
1996-12-19T06:58:00.947,203.78,396.46,69.63,451.17,9.44,-0.21,200.60,159.40
1996-12-19T06:58:01.281,202.54,395.60,69.17,449.79,9.44,-0.21,200.59,159.41
1996-12-19T06:58:01.614,199.94,393.61,69.31,446.89,9.44,-0.21,200.59,159.41
1996-12-19T06:58:01.947,202.11,393.93,71.35,448.47,9.44,-0.21,200.59,159.41
1996-12-19T06:58:02.281,206.25,391.81,71.54,448.52,9.44,-0.21,200.58,159.42
1996-12-19T06:58:02.614,206.39,393.59,67.24,449.48,9.44,-0.21,200.58,159.42
1996-12-19T06:58:02.947,206.73,395.19,68.88,451.28,9.44,-0.21,200.58,159.42
1996-12-19T06:58:03.281,205.46,394.43,70.65,450.31,9.44,-0.21,200.58,159.42
1996-12-19T06:58:03.614,205.50,394.47,68.81,450.08,9.44,-0.21,200.57,159.43
1996-12-19T06:58:03.947,207.17,393.51,69.63,450.13,9.44,-0.21,200.57,159.43
1996-12-19T06:58:04.281,206.59,391.52,66.80,447.69,9.44,-0.21,200.57,159.43
1996-12-19T06:58:04.614,205.14,393.94,67.95,449.32,9.44,-0.21,200.56,159.44
1996-12-19T06:58:04.947,203.94,393.24,67.98,448.17,9.44,-0.21,200.56,159.44
1996-12-19T06:58:05.281,205.75,394.17,70.29,450.16,9.44,-0.21,200.56,159.44
1996-12-19T06:58:05.614,204.81,394.39,67.14,449.45,9.44,-0.21,200.56,159.44
1996-12-19T06:58:05.947,207.95,393.83,70.19,450.86,9.44,-0.21,200.55,159.45
1996-12-19T06:58:06.281,205.96,394.42,67.12,449.99,9.44,-0.21,200.55,159.45
1996-12-19T06:58:06.614,206.18,394.59,68.75,450.48,9.44,-0.21,200.55,159.45
1996-12-19T06:58:06.947,206.81,397.52,69.47,453.45,9.44,-0.21,200.54,159.46
1996-12-19T06:58:07.281,206.80,394.02,72.32,450.83,9.44,-0.21,200.54,159.46
1996-12-19T06:58:07.614,206.96,395.86,75.10,452.96,9.44,-0.21,200.54,159.46
1996-12-19T06:58:07.947,205.72,395.21,75.51,451.90,9.44,-0.21,200.54,159.46
1996-12-19T06:58:08.281,204.46,395.26,77.40,451.69,9.44,-0.21,200.53,159.47
1996-12-19T06:58:08.614,205.79,395.79,74.12,452.21,9.44,-0.21,200.53,159.47
1996-12-19T06:58:08.947,202.34,394.41,75.79,449.71,9.44,-0.21,200.53,159.47
1996-12-19T06:58:09.281,200.96,394.45,78.33,449.57,9.44,-0.21,200.52,159.48
1996-12-19T06:58:09.614,202.64,394.30,75.73,449.74,9.44,-0.21,200.52,159.48
1996-12-19T06:58:09.947,202.62,394.50,73.06,449.47,9.44,-0.21,200.52,159.48
1996-12-19T06:58:10.281,200.13,394.85,72.68,448.60,9.44,-0.21,200.52,159.48
1996-12-19T06:58:10.614,200.07,394.70,74.67,448.77,9.44,-0.21,200.51,159.49
1996-12-19T06:58:10.947,196.57,397.88,72.16,449.62,9.44,-0.21,200.51,159.49
1996-12-19T06:58:11.281,201.60,394.39,71.49,448.66,9.44,-0.21,200.51,159.49
1996-12-19T06:58:11.614,205.47,395.05,73.00,451.23,9.44,-0.21,200.50,159.50
1996-12-19T06:58:11.947,204.46,394.52,73.09,450.32,9.44,-0.21,200.50,159.50
1996-12-19T06:58:12.281,201.75,392.87,72.49,447.55,9.44,-0.21,200.50,159.50
1996-12-19T06:58:12.614,202.24,392.71,72.33,447.61,9.44,-0.21,200.50,159.50
1996-12-19T06:58:12.947,204.79,393.51,72.31,449.46,9.44,-0.21,200.49,159.51
1996-12-19T06:58:13.281,203.72,394.76,73.37,450.25,9.44,-0.21,200.49,159.51
1996-12-19T06:58:13.614,204.71,394.23,73.91,450.31,9.44,-0.21,200.49,159.51
1996-12-19T06:58:13.947,204.39,394.60,73.49,450.43,9.44,-0.21,200.49,159.51
1996-12-19T06:58:14.281,202.67,397.13,72.73,451.75,9.44,-0.21,200.48,159.52
1996-12-19T06:58:14.614,205.11,392.65,71.98,448.81,9.44,-0.21,200.48,159.52
1996-12-19T06:58:14.947,205.74,394.43,71.62,450.59,9.44,-0.21,200.48,159.52
1996-12-19T06:58:15.281,203.44,395.12,75.67,450.82,9.44,-0.21,200.47,159.53
1996-12-19T06:58:15.614,205.98,395.92,73.63,452.33,9.44,-0.21,200.47,159.53
1996-12-19T06:58:15.947,202.32,394.85,75.06,449.97,9.44,-0.21,200.47,159.53
1996-12-19T06:58:16.281,202.87,394.80,76.06,450.34,9.44,-0.21,200.47,159.53
1996-12-19T06:58:16.614,202.97,395.42,79.52,451.52,9.44,-0.21,200.46,159.54
1996-12-19T06:58:16.947,200.15,396.38,77.99,450.85,9.44,-0.21,200.46,159.54
1996-12-19T06:58:17.281,202.72,395.63,77.60,451.27,9.44,-0.21,200.46,159.54
1996-12-19T06:58:17.614,202.79,395.44,79.47,451.46,9.44,-0.21,200.45,159.55
1996-12-19T06:58:17.947,201.57,395.55,77.19,450.61,9.44,-0.21,200.45,159.55
1996-12-19T06:58:18.281,202.05,395.47,76.25,450.59,9.44,-0.21,200.45,159.55
1996-12-19T06:58:18.614,202.82,395.84,77.53,451.48,9.44,-0.21,200.45,159.55
1996-12-19T06:58:18.947,199.19,396.75,77.88,450.72,9.44,-0.21,200.44,159.56
1996-12-19T06:58:19.281,201.28,394.88,77.61,449.96,9.44,-0.21,200.44,159.56
1996-12-19T06:58:19.614,202.86,395.50,75.99,450.94,9.44,-0.21,200.44,159.56
1996-12-19T06:58:19.947,201.53,396.46,73.72,450.81,9.44,-0.21,200.43,159.57
1996-12-19T06:58:20.281,201.16,396.16,72.82,450.24,9.44,-0.21,200.43,159.57
1996-12-19T06:58:20.614,201.47,396.53,71.26,450.45,9.44,-0.21,200.43,159.57
1996-12-19T06:58:20.947,201.71,394.75,71.06,448.96,9.44,-0.21,200.43,159.57
1996-12-19T06:58:21.281,201.02,399.24,69.79,452.41,9.44,-0.21,200.42,159.58
1996-12-19T06:58:21.614,199.97,394.73,69.60,447.93,9.44,-0.21,200.42,159.58
1996-12-19T06:58:21.947,203.88,395.42,70.28,450.41,9.44,-0.21,200.42,159.58
1996-12-19T06:58:22.281,203.08,397.04,70.49,451.50,9.44,-0.21,200.41,159.59
1996-12-19T06:58:22.614,202.99,394.34,71.80,449.29,9.44,-0.21,200.41,159.59
1996-12-19T06:58:22.947,203.39,394.34,72.87,449.64,9.44,-0.21,200.41,159.59
1996-12-19T06:58:23.281,201.52,393.75,73.84,448.45,9.44,-0.21,200.41,159.59
1996-12-19T06:58:23.614,200.60,395.90,73.06,449.80,9.44,-0.21,200.40,159.60
1996-12-19T06:58:23.947,203.21,392.68,66.24,447.08,9.44,-0.21,200.40,159.60
1996-12-19T06:58:24.281,200.98,392.24,70.89,446.40,9.44,-0.21,200.40,159.60
1996-12-19T06:58:24.614,199.19,395.69,72.06,448.82,9.44,-0.21,200.39,159.61
1996-12-19T06:58:24.947,202.54,393.94,73.65,449.04,9.44,-0.21,200.39,159.61
1996-12-19T06:58:25.281,202.88,394.22,72.63,449.27,9.44,-0.21,200.39,159.61
1996-12-19T06:58:25.614,202.11,393.90,74.05,448.87,9.44,-0.21,200.39,159.61
1996-12-19T06:58:25.947,201.56,397.97,76.01,452.53,9.44,-0.21,200.38,159.62
1996-12-19T06:58:26.281,202.31,394.77,79.55,450.67,9.44,-0.21,200.38,159.62
1996-12-19T06:58:26.614,200.03,395.46,74.05,449.31,9.44,-0.21,200.38,159.62
1996-12-19T06:58:26.947,203.89,398.22,75.62,453.72,9.44,-0.21,200.37,159.63
1996-12-19T06:58:27.281,200.10,397.38,70.75,450.51,9.44,-0.21,200.37,159.63
1996-12-19T06:58:27.614,201.65,394.73,73.70,449.34,9.44,-0.21,200.37,159.63
1996-12-19T06:58:27.947,202.35,396.15,71.19,450.50,9.44,-0.21,200.37,159.63
1996-12-19T06:58:28.281,201.79,394.84,70.28,448.95,9.44,-0.21,200.36,159.64
1996-12-19T06:58:28.614,202.42,395.05,69.48,449.30,9.44,-0.21,200.36,159.64
1996-12-19T06:58:28.947,202.41,396.23,67.85,450.08,9.44,-0.21,200.36,159.64
1996-12-19T06:58:29.281,201.39,394.54,67.75,448.12,9.44,-0.21,200.35,159.65
1996-12-19T06:58:29.614,202.02,395.55,69.41,449.54,9.44,-0.21,200.35,159.65
1996-12-19T06:58:29.947,201.80,396.55,67.00,449.96,9.44,-0.21,200.35,159.65
1996-12-19T06:58:30.281,202.89,395.61,68.14,449.80,9.44,-0.21,200.35,159.65
1996-12-19T06:58:30.614,203.11,397.49,65.33,451.13,9.44,-0.21,200.34,159.66
1996-12-19T06:58:30.947,200.98,393.41,66.52,446.75,9.44,-0.21,200.34,159.66
1996-12-19T06:58:31.281,202.43,397.40,70.16,451.47,9.44,-0.21,200.34,159.66
1996-12-19T06:58:31.614,200.40,397.94,70.57,451.11,9.44,-0.21,200.33,159.67
1996-12-19T06:58:31.947,202.48,397.06,70.37,451.22,9.44,-0.21,200.33,159.67
1996-12-19T06:58:32.281,203.29,397.01,69.66,451.44,9.44,-0.21,200.33,159.67
1996-12-19T06:58:32.614,203.42,395.52,68.45,450.01,9.44,-0.21,200.33,159.67
1996-12-19T06:58:32.947,202.75,396.23,66.95,450.10,9.44,-0.21,200.32,159.68
1996-12-19T06:58:33.281,203.34,397.97,65.49,451.68,9.44,-0.21,200.32,159.68
1996-12-19T06:58:33.614,201.80,397.55,66.91,450.83,9.44,-0.21,200.32,159.68
1996-12-19T06:58:33.947,202.47,397.64,66.46,451.14,9.44,-0.21,200.31,159.69
1996-12-19T06:58:34.281,202.05,398.64,65.69,451.72,9.44,-0.21,200.31,159.69
1996-12-19T06:58:34.614,203.50,397.85,63.42,451.36,9.44,-0.21,200.31,159.69
1996-12-19T06:58:34.947,203.50,396.60,58.79,449.62,9.44,-0.21,200.31,159.69
1996-12-19T06:58:35.281,201.41,400.06,62.14,452.19,9.44,-0.21,200.30,159.70
1996-12-19T06:58:35.614,204.54,398.53,61.80,452.20,9.44,-0.21,200.30,159.70
1996-12-19T06:58:35.947,205.20,396.21,62.61,450.57,9.44,-0.21,200.30,159.70
1996-12-19T06:58:36.281,204.69,395.60,59.80,449.41,9.44,-0.21,200.29,159.71
1996-12-19T06:58:36.614,205.55,398.68,63.40,453.01,9.44,-0.21,200.29,159.71
1996-12-19T06:58:36.947,205.31,397.61,62.76,451.87,9.44,-0.21,200.29,159.71
1996-12-19T06:58:37.281,204.62,397.20,66.23,451.69,9.44,-0.21,200.29,159.71
1996-12-19T06:58:37.614,204.34,398.18,65.86,452.37,9.44,-0.21,200.28,159.72
1996-12-19T06:58:37.947,204.48,398.85,63.65,452.71,9.44,-0.21,200.28,159.72
1996-12-19T06:58:38.281,204.51,396.99,66.18,451.45,9.44,-0.21,200.28,159.72
1996-12-19T06:58:38.614,204.99,399.39,62.37,453.24,9.44,-0.21,200.27,159.73
1996-12-19T06:58:38.947,205.25,396.57,62.91,450.94,9.44,-0.21,200.27,159.73
1996-12-19T06:58:39.281,205.16,398.68,63.06,452.78,9.44,-0.21,200.27,159.73
1996-12-19T06:58:39.614,205.51,399.76,62.01,453.74,9.44,-0.21,200.27,159.73
1996-12-19T06:58:39.947,206.38,398.82,61.88,453.30,9.44,-0.21,200.26,159.74
1996-12-19T06:58:40.281,206.16,400.48,62.82,454.79,9.44,-0.21,200.26,159.74
1996-12-19T06:58:40.614,206.63,398.62,60.73,453.08,9.44,-0.21,200.26,159.74
1996-12-19T06:58:40.947,208.28,396.83,62.73,452.53,9.44,-0.21,200.25,159.75
1996-12-19T06:58:41.281,206.05,399.75,63.20,454.15,9.44,-0.21,200.25,159.75
1996-12-19T06:58:41.614,205.29,398.40,61.80,452.42,9.44,-0.21,200.25,159.75
1996-12-19T06:58:41.947,204.84,400.35,67.75,454.79,9.44,-0.21,200.25,159.75
1996-12-19T06:58:42.281,203.25,400.19,63.63,453.33,9.44,-0.21,200.24,159.76
1996-12-19T06:58:42.614,203.27,398.25,66.78,452.09,9.44,-0.21,200.24,159.76
1996-12-19T06:58:42.947,203.32,401.37,68.95,455.18,9.44,-0.21,200.24,159.76
1996-12-19T06:58:43.281,201.78,399.41,68.68,452.73,9.44,-0.21,200.23,159.77
1996-12-19T06:58:43.614,204.22,399.23,66.75,453.37,9.44,-0.21,200.23,159.77
1996-12-19T06:58:43.947,204.83,400.32,65.62,454.45,9.44,-0.21,200.23,159.77
1996-12-19T06:58:44.281,205.60,398.23,63.23,452.61,9.44,-0.21,200.23,159.77
1996-12-19T06:58:44.614,205.70,400.70,66.32,455.27,9.44,-0.21,200.22,159.78
1996-12-19T06:58:44.947,203.23,401.95,66.41,455.28,9.44,-0.21,200.22,159.78
1996-12-19T06:58:45.281,205.48,396.45,66.71,451.49,9.44,-0.21,200.22,159.78
1996-12-19T06:58:45.614,202.57,401.41,66.17,454.47,9.44,-0.21,200.21,159.79
1996-12-19T06:58:45.947,204.75,400.50,68.94,455.06,9.44,-0.21,200.21,159.79
1996-12-19T06:58:46.281,203.68,401.09,66.28,454.70,9.44,-0.21,200.21,159.79
1996-12-19T06:58:46.614,203.09,400.59,64.14,453.69,9.44,-0.21,200.21,159.79
1996-12-19T06:58:46.947,202.69,395.56,64.94,449.18,9.44,-0.21,200.20,159.80
1996-12-19T06:58:47.281,202.08,397.25,67.66,450.80,9.44,-0.21,200.20,159.80
1996-12-19T06:58:47.614,201.68,398.34,67.18,451.51,9.44,-0.21,200.20,159.80
1996-12-19T06:58:47.947,202.95,397.68,68.39,451.68,9.44,-0.21,200.19,159.81
1996-12-19T06:58:48.281,204.86,398.75,66.99,453.28,9.44,-0.21,200.19,159.81
1996-12-19T06:58:48.614,205.23,398.65,64.94,453.05,9.44,-0.21,200.19,159.81
1996-12-19T06:58:48.947,202.23,396.91,69.05,450.78,9.44,-0.21,200.19,159.81
1996-12-19T06:58:49.281,202.36,395.03,69.94,449.32,9.44,-0.21,200.18,159.82
1996-12-19T06:58:49.614,202.26,398.71,66.63,452.01,9.44,-0.21,200.18,159.82
1996-12-19T06:58:49.947,204.65,397.43,63.80,451.56,9.44,-0.21,200.18,159.82
1996-12-19T06:58:50.281,203.05,398.24,65.63,451.81,9.44,-0.21,200.17,159.83
1996-12-19T06:58:50.614,203.90,398.09,60.39,451.33,9.44,-0.21,200.17,159.83
1996-12-19T06:58:50.947,204.16,395.89,63.85,449.98,9.44,-0.21,200.17,159.83
1996-12-19T06:58:51.281,204.48,394.03,62.92,448.37,9.44,-0.21,200.17,159.83
1996-12-19T06:58:51.614,206.77,395.19,62.77,450.41,9.44,-0.21,200.16,159.84
1996-12-19T06:58:51.947,205.10,396.91,66.80,451.74,9.44,-0.21,200.16,159.84
1996-12-19T06:58:52.281,205.55,396.45,65.68,451.37,9.44,-0.21,200.16,159.84
1996-12-19T06:58:52.614,206.78,397.85,67.65,453.45,9.44,-0.21,200.15,159.85
1996-12-19T06:58:52.947,204.96,394.45,68.11,449.71,9.44,-0.21,200.15,159.85
1996-12-19T06:58:53.281,208.42,396.06,63.88,452.09,9.44,-0.21,200.15,159.85
1996-12-19T06:58:53.614,207.02,395.14,65.26,450.83,9.44,-0.21,200.15,159.85
1996-12-19T06:58:53.947,206.62,395.43,62.66,450.54,9.44,-0.21,200.14,159.86
1996-12-19T06:58:54.281,206.48,396.49,63.10,451.46,9.44,-0.21,200.14,159.86
1996-12-19T06:58:54.614,205.62,395.82,65.35,450.80,9.44,-0.21,200.14,159.86
1996-12-19T06:58:54.947,204.45,395.24,62.45,449.35,9.44,-0.21,200.13,159.87
1996-12-19T06:58:55.281,206.22,396.52,66.60,451.87,9.44,-0.21,200.13,159.87
1996-12-19T06:58:55.614,206.71,398.36,64.01,453.34,9.44,-0.21,200.13,159.87
1996-12-19T06:58:55.947,204.27,397.35,64.10,451.36,9.44,-0.21,200.13,159.87
1996-12-19T06:58:56.281,203.41,397.52,65.03,451.25,9.45,-0.21,200.12,159.88
1996-12-19T06:58:56.614,202.75,396.90,65.62,450.49,9.45,-0.21,200.12,159.88
1996-12-19T06:58:56.947,201.68,397.18,63.25,449.92,9.45,-0.21,200.12,159.88
1996-12-19T06:58:57.281,204.42,395.23,63.06,449.41,9.45,-0.21,200.11,159.89
1996-12-19T06:58:57.614,205.16,397.10,65.38,451.72,9.45,-0.21,200.11,159.89
1996-12-19T06:58:57.947,202.23,398.69,63.90,451.59,9.45,-0.21,200.11,159.89
1996-12-19T06:58:58.281,204.56,396.34,63.42,450.50,9.45,-0.21,200.11,159.89
1996-12-19T06:58:58.614,203.47,397.86,63.20,451.32,9.45,-0.21,200.10,159.90
1996-12-19T06:58:58.947,205.46,396.39,60.68,450.57,9.45,-0.21,200.10,159.90
1996-12-19T06:58:59.281,204.85,396.06,61.63,450.13,9.45,-0.21,200.10,159.90
1996-12-19T06:58:59.614,201.57,399.20,63.38,451.68,9.45,-0.21,200.10,159.90
1996-12-19T06:58:59.947,203.69,396.39,60.87,449.80,9.45,-0.21,200.09,159.91
1996-12-19T06:59:00.281,203.54,397.29,62.25,450.71,9.45,-0.21,200.09,159.91
1996-12-19T06:59:00.614,204.87,395.96,60.17,449.86,9.45,-0.21,200.09,159.91
1996-12-19T06:59:00.947,207.52,395.11,64.74,450.97,9.45,-0.21,200.08,159.92
1996-12-19T06:59:01.281,205.64,394.74,60.09,449.13,9.45,-0.21,200.08,159.92
1996-12-19T06:59:01.614,203.72,395.67,60.72,449.16,9.45,-0.21,200.08,159.92
1996-12-19T06:59:01.947,207.67,395.13,63.28,450.84,9.45,-0.21,200.08,159.92
1996-12-19T06:59:02.281,206.04,393.59,64.54,448.92,9.45,-0.21,200.07,159.93
1996-12-19T06:59:02.614,204.22,396.51,66.26,450.90,9.45,-0.21,200.07,159.93
1996-12-19T06:59:02.947,207.29,396.18,69.81,452.55,9.45,-0.21,200.07,159.93
1996-12-19T06:59:03.281,204.54,395.56,66.62,450.27,9.45,-0.21,200.06,159.94
1996-12-19T06:59:03.614,206.65,394.46,66.67,450.27,9.45,-0.21,200.06,159.94
1996-12-19T06:59:03.947,210.08,388.50,67.21,446.75,9.45,-0.21,200.06,159.94
1996-12-19T06:59:04.281,208.65,392.15,71.12,449.86,9.45,-0.21,200.06,159.94
1996-12-19T06:59:04.614,205.72,391.38,71.14,447.84,9.45,-0.21,200.05,159.95
1996-12-19T06:59:04.947,206.46,392.07,70.44,448.67,9.45,-0.21,200.05,159.95
1996-12-19T06:59:05.281,204.20,392.82,70.04,448.23,9.45,-0.21,200.05,159.95
1996-12-19T06:59:05.614,207.24,393.46,65.59,449.51,9.45,-0.21,200.04,159.96
1996-12-19T06:59:05.947,208.23,391.58,67.78,448.65,9.45,-0.21,200.04,159.96
1996-12-19T06:59:06.281,205.70,393.22,67.46,448.87,9.45,-0.21,200.04,159.96
1996-12-19T06:59:06.614,205.96,389.76,67.50,445.97,9.45,-0.21,200.04,159.96
1996-12-19T06:59:06.947,201.36,391.20,67.37,445.11,9.45,-0.21,200.03,159.97
1996-12-19T06:59:07.281,199.81,392.96,67.25,445.94,9.45,-0.21,200.03,159.97
1996-12-19T06:59:07.614,197.16,392.18,68.09,444.20,9.45,-0.21,200.03,159.97
1996-12-19T06:59:07.947,195.46,392.50,68.94,443.87,9.45,-0.21,200.02,159.98
1996-12-19T06:59:08.281,193.87,395.24,71.74,446.04,9.45,-0.21,200.02,159.98
1996-12-19T06:59:08.614,190.53,395.35,72.22,444.77,9.45,-0.21,200.02,159.98
1996-12-19T06:59:08.947,189.81,396.75,74.07,446.01,9.45,-0.21,200.02,159.98
1996-12-19T06:59:09.281,187.05,397.91,72.64,445.64,9.45,-0.21,200.01,159.99
1996-12-19T06:59:09.614,188.97,395.71,69.62,444.01,9.45,-0.21,200.01,159.99
1996-12-19T06:59:09.947,187.33,397.31,68.92,444.63,9.45,-0.21,200.01,159.99
1996-12-19T06:59:10.281,189.56,398.72,68.65,446.80,9.45,-0.21,200.00,160.00
1996-12-19T06:59:10.614,190.12,400.00,67.76,448.04,9.45,-0.21,200.00,160.00
1996-12-19T06:59:10.947,188.90,401.44,66.28,448.59,9.45,-0.21,200.00,160.00
1996-12-19T06:59:11.281,191.94,399.98,65.08,448.39,9.45,-0.21,200.00,160.00
1996-12-19T06:59:11.614,192.73,398.85,64.33,447.62,9.45,-0.21,199.99,160.01
1996-12-19T06:59:11.947,192.61,398.81,66.86,447.91,9.45,-0.21,199.99,160.01
1996-12-19T06:59:12.281,188.23,401.82,65.16,448.48,9.45,-0.21,199.99,160.01
1996-12-19T06:59:12.614,194.08,401.36,62.05,450.12,9.45,-0.21,199.98,160.02
1996-12-19T06:59:12.947,196.35,400.76,54.73,449.62,9.45,-0.21,199.98,160.02
1996-12-19T06:59:13.281,196.24,401.03,54.14,449.73,9.45,-0.21,199.98,160.02
1996-12-19T06:59:13.614,194.74,395.54,53.56,444.12,9.45,-0.21,199.98,160.02
1996-12-19T06:59:13.947,195.06,398.67,55.06,447.23,9.45,-0.21,199.97,160.03
1996-12-19T06:59:14.281,195.44,397.51,54.90,446.34,9.45,-0.21,199.97,160.03
1996-12-19T06:59:14.614,198.14,399.87,56.18,449.79,9.45,-0.21,199.97,160.03
1996-12-19T06:59:14.947,194.97,397.04,53.11,445.51,9.45,-0.21,199.96,160.04
1996-12-19T06:59:15.281,198.85,396.49,51.05,446.48,9.45,-0.21,199.96,160.04
1996-12-19T06:59:15.614,201.25,394.53,53.53,446.11,9.45,-0.21,199.96,160.04
1996-12-19T06:59:15.947,199.26,395.93,54.14,446.54,9.45,-0.21,199.96,160.04
1996-12-19T06:59:16.281,197.00,398.42,57.90,448.22,9.45,-0.21,199.95,160.05
1996-12-19T06:59:16.614,199.56,395.57,52.87,446.20,9.45,-0.21,199.95,160.05
1996-12-19T06:59:16.947,203.77,395.08,50.81,447.43,9.45,-0.21,199.95,160.05
1996-12-19T06:59:17.281,205.00,392.96,52.24,446.28,9.45,-0.21,199.94,160.06
1996-12-19T06:59:17.614,202.52,393.85,53.90,446.14,9.45,-0.21,199.94,160.06
1996-12-19T06:59:17.947,199.18,396.47,52.08,446.73,9.45,-0.21,199.94,160.06
1996-12-19T06:59:18.281,201.70,395.24,51.99,446.77,9.45,-0.21,199.94,160.06
1996-12-19T06:59:18.614,197.78,393.08,56.92,443.70,9.45,-0.21,199.93,160.07
1996-12-19T06:59:18.947,194.39,391.26,57.06,440.59,9.45,-0.21,199.93,160.07
1996-12-19T06:59:19.281,196.31,392.39,61.27,443.01,9.45,-0.21,199.93,160.07
1996-12-19T06:59:19.614,200.01,392.77,62.57,445.18,9.45,-0.21,199.92,160.08
1996-12-19T06:59:19.947,198.98,393.21,61.84,445.01,9.45,-0.21,199.92,160.08
1996-12-19T06:59:20.281,200.05,394.53,64.25,446.99,9.45,-0.21,199.92,160.08
1996-12-19T06:59:20.614,199.60,396.06,62.53,447.90,9.45,-0.21,199.92,160.08
1996-12-19T06:59:20.947,201.75,398.55,61.52,450.92,9.45,-0.21,199.91,160.09
1996-12-19T06:59:21.281,201.03,394.57,57.89,446.59,9.45,-0.21,199.91,160.09
1996-12-19T06:59:21.614,199.08,398.83,57.46,449.45,9.45,-0.21,199.91,160.09
1996-12-19T06:59:21.947,201.87,397.24,56.88,449.21,9.45,-0.21,199.90,160.10
1996-12-19T06:59:22.281,197.43,398.94,54.77,448.48,9.45,-0.21,199.90,160.10
1996-12-19T06:59:22.614,197.53,399.04,55.84,448.74,9.45,-0.21,199.90,160.10
1996-12-19T06:59:22.947,195.85,399.95,58.65,449.17,9.45,-0.21,199.90,160.10
1996-12-19T06:59:23.281,191.68,404.02,56.77,450.77,9.45,-0.21,199.89,160.11
1996-12-19T06:59:23.614,196.46,398.03,56.08,447.40,9.45,-0.21,199.89,160.11
1996-12-19T06:59:23.947,198.73,396.78,56.79,447.38,9.45,-0.21,199.89,160.11
1996-12-19T06:59:24.281,195.67,399.60,56.16,448.47,9.45,-0.21,199.88,160.12
