SPACECRAFT EVENT TIME,BR,BTHETA,BPHI,B-FIELD MAGNITUDE,RANGE,LATITUDE,LONGITUDE
1997-11-06T20:09:34.358,133.83,441.06,74.86,466.96,5.37769,10.34,152.61
1997-11-06T20:09:34.691,133.79,441.03,74.78,466.91,5.37659,10.35,152.62
1997-11-06T20:09:35.024,133.99,440.99,74.72,466.91,5.37550,10.35,152.62
1997-11-06T20:09:35.358,134.13,440.74,74.43,466.67,5.37440,10.35,152.63
1997-11-06T20:09:35.691,134.05,440.78,74.40,466.69,5.37330,10.35,152.63
1997-11-06T20:09:36.024,133.91,440.69,74.45,466.56,5.37221,10.35,152.64
1997-11-06T20:09:36.358,134.00,440.45,74.37,466.35,5.37111,10.36,152.64
1997-11-06T20:09:36.691,133.95,440.38,74.28,466.25,5.37002,10.36,152.65
1997-11-06T20:09:37.024,133.97,440.18,74.09,466.04,5.36892,10.36,152.65
1997-11-06T20:09:37.358,134.19,440.12,74.04,466.04,5.36783,10.36,152.66
1997-11-06T20:09:37.691,133.98,439.97,74.23,465.87,5.36673,10.37,152.66
1997-11-06T20:09:38.024,134.00,440.09,73.95,465.95,5.36564,10.37,152.67
1997-11-06T20:09:38.358,133.98,439.92,73.82,465.76,5.36454,10.37,152.67
1997-11-06T20:09:38.691,133.59,440.01,74.11,465.78,5.36345,10.37,152.68
1997-11-06T20:09:39.024,133.88,440.26,74.04,466.08,5.36235,10.38,152.68
1997-11-06T20:09:39.358,133.87,440.48,73.76,466.25,5.36125,10.38,152.69
1997-11-06T20:09:39.691,133.88,440.48,73.99,466.29,5.36016,10.38,152.69
1997-11-06T20:09:40.024,133.78,440.54,74.14,466.34,5.35907,10.38,152.70
1997-11-06T20:09:40.358,133.65,440.78,74.10,466.52,5.35797,10.38,152.70
1997-11-06T20:09:40.691,133.70,440.78,74.10,466.54,5.35688,10.39,152.71
1997-11-06T20:09:41.024,133.71,440.74,74.23,466.52,5.35578,10.39,152.71
1997-11-06T20:09:41.358,133.77,440.74,74.22,466.54,5.35468,10.39,152.71
1997-11-06T20:09:41.691,133.88,440.72,74.32,466.56,5.35359,10.39,152.72
1997-11-06T20:09:42.024,133.47,440.81,74.23,466.52,5.35250,10.40,152.72
1997-11-06T20:09:42.358,133.42,441.00,74.04,466.65,5.35140,10.40,152.73
1997-11-06T20:09:42.691,133.70,441.00,74.03,466.73,5.35031,10.40,152.73
1997-11-06T20:09:43.024,133.86,441.05,73.93,466.81,5.34921,10.40,152.74
1997-11-06T20:09:43.358,134.03,441.09,73.81,466.88,5.34812,10.40,152.74
1997-11-06T20:09:43.691,134.01,441.23,73.76,466.99,5.34702,10.41,152.75
1997-11-06T20:09:44.024,134.08,441.33,73.88,467.12,5.34593,10.41,152.75
1997-11-06T20:09:44.358,134.28,441.26,73.66,467.09,5.34483,10.41,152.76
1997-11-06T20:09:44.691,134.37,441.07,73.76,466.95,5.34374,10.41,152.76
1997-11-06T20:09:45.024,134.47,441.04,73.86,466.96,5.34265,10.42,152.77
1997-11-06T20:09:45.358,134.57,441.11,73.48,467.00,5.34155,10.42,152.77
1997-11-06T20:09:45.691,134.34,441.10,73.56,466.94,5.34046,10.42,152.78
1997-11-06T20:09:46.024,134.03,441.11,73.50,466.85,5.33937,10.42,152.78
1997-11-06T20:09:46.358,134.01,440.95,73.54,466.69,5.33827,10.43,152.79
1997-11-06T20:09:46.691,133.74,440.96,73.69,466.65,5.33718,10.43,152.79
1997-11-06T20:09:47.024,133.74,441.08,73.85,466.79,5.33608,10.43,152.80
1997-11-06T20:09:47.358,133.53,441.06,73.82,466.71,5.33499,10.43,152.80
1997-11-06T20:09:47.691,133.81,441.22,74.17,466.99,5.33390,10.43,152.81
1997-11-06T20:09:48.024,133.70,441.30,74.30,467.06,5.33280,10.44,152.81
1997-11-06T20:09:48.358,133.53,441.52,73.95,467.16,5.33171,10.44,152.82
1997-11-06T20:09:48.691,133.67,441.70,73.96,467.37,5.33061,10.44,152.82
1997-11-06T20:09:49.024,133.70,441.79,73.64,467.41,5.32952,10.44,152.83
1997-11-06T20:09:49.358,133.77,441.66,73.51,467.29,5.32843,10.45,152.83
1997-11-06T20:09:49.691,133.97,441.74,73.48,467.42,5.32733,10.45,152.84
1997-11-06T20:09:50.024,134.13,441.66,73.40,467.38,5.32624,10.45,152.84
1997-11-06T20:09:50.358,134.15,441.48,73.41,467.21,5.32515,10.45,152.85
1997-11-06T20:09:50.691,133.99,441.46,73.34,467.13,5.32405,10.46,152.85
1997-11-06T20:09:51.024,134.07,441.46,73.19,467.14,5.32296,10.46,152.86
1997-11-06T20:09:51.358,134.10,441.30,73.18,466.99,5.32187,10.46,152.86
1997-11-06T20:09:51.691,133.84,441.39,73.55,467.06,5.32077,10.46,152.87
1997-11-06T20:09:52.024,133.62,441.46,73.80,467.10,5.31968,10.47,152.87
1997-11-06T20:09:52.358,133.60,441.45,74.04,467.13,5.31859,10.47,152.88
1997-11-06T20:09:52.691,133.37,441.63,74.12,467.24,5.31749,10.47,152.88
1997-11-06T20:09:53.024,133.36,441.77,74.01,467.35,5.31640,10.47,152.89
1997-11-06T20:09:53.358,133.45,441.77,74.16,467.41,5.31531,10.47,152.89
1997-11-06T20:09:53.691,133.46,441.71,73.87,467.30,5.31422,10.48,152.90
1997-11-06T20:09:54.024,133.50,441.66,73.75,467.25,5.31312,10.48,152.90
1997-11-06T20:09:54.358,133.45,441.63,73.89,467.23,5.31203,10.48,152.91
1997-11-06T20:09:54.691,133.47,441.70,73.66,467.27,5.31094,10.48,152.91
1997-11-06T20:09:55.024,133.51,441.67,73.48,467.22,5.30985,10.49,152.92
1997-11-06T20:09:55.358,133.65,441.35,73.13,466.91,5.30875,10.49,152.92
1997-11-06T20:09:55.691,133.58,441.33,73.25,466.88,5.30766,10.49,152.93
1997-11-06T20:09:56.024,133.54,441.20,72.91,466.70,5.30657,10.49,152.93
1997-11-06T20:09:56.358,133.60,441.01,72.90,466.54,5.30547,10.50,152.94
1997-11-06T20:09:56.691,133.63,440.88,72.87,466.41,5.30438,10.50,152.94
1997-11-06T20:09:57.024,133.53,440.82,72.81,466.32,5.30329,10.50,152.95
1997-11-06T20:09:57.358,133.55,440.67,72.75,466.18,5.30220,10.50,152.95
1997-11-06T20:09:57.691,133.52,440.64,72.66,466.12,5.30111,10.50,152.96
1997-11-06T20:09:58.024,133.50,440.62,72.69,466.10,5.30001,10.51,152.96
1997-11-06T20:09:58.358,133.45,440.43,72.78,465.93,5.29892,10.51,152.97
1997-11-06T20:09:58.691,133.45,440.29,72.72,465.78,5.29783,10.51,152.97
1997-11-06T20:09:59.024,133.36,440.35,72.48,465.77,5.29674,10.51,152.98
1997-11-06T20:09:59.358,133.29,440.37,72.44,465.76,5.29564,10.52,152.98
1997-11-06T20:09:59.691,133.30,440.45,72.56,465.87,5.29455,10.52,152.99
1997-11-06T20:10:00.024,133.39,440.42,72.72,465.89,5.29346,10.52,152.99
1997-11-06T20:10:00.358,133.36,440.63,72.64,466.06,5.29237,10.52,153.00
1997-11-06T20:10:00.691,133.62,440.71,72.46,466.19,5.29128,10.53,153.00
1997-11-06T20:10:01.024,133.39,440.84,72.33,466.22,5.29019,10.53,153.01
1997-11-06T20:10:01.358,133.47,440.94,72.08,466.31,5.28909,10.53,153.01
1997-11-06T20:10:01.691,133.12,441.12,72.36,466.41,5.28800,10.53,153.02
1997-11-06T20:10:02.024,133.22,441.25,72.15,466.54,5.28691,10.54,153.02
1997-11-06T20:10:02.358,133.38,441.38,72.03,466.69,5.28582,10.54,153.03
1997-11-06T20:10:02.691,133.70,441.35,71.90,466.72,5.28473,10.54,153.03
1997-11-06T20:10:03.024,133.68,441.43,71.90,466.80,5.28364,10.54,153.04
1997-11-06T20:10:03.358,133.83,441.40,71.89,466.81,5.28254,10.54,153.04
1997-11-06T20:10:03.691,133.94,441.25,72.12,466.74,5.28145,10.55,153.05
1997-11-06T20:10:04.024,133.94,441.12,72.36,466.65,5.28036,10.55,153.06
1997-11-06T20:10:04.358,133.99,441.04,72.29,466.58,5.27927,10.55,153.06
1997-11-06T20:10:04.691,133.86,440.93,72.20,466.43,5.27818,10.55,153.07
1997-11-06T20:10:05.024,133.52,441.05,72.68,466.52,5.27709,10.56,153.07
1997-11-06T20:10:05.358,133.56,441.00,72.44,466.44,5.27600,10.56,153.08
1997-11-06T20:10:05.691,133.42,441.01,72.39,466.41,5.27491,10.56,153.08
1997-11-06T20:10:06.024,133.32,441.19,72.49,466.56,5.27382,10.56,153.09
1997-11-06T20:10:06.358,133.13,441.14,72.60,466.47,5.27272,10.57,153.09
1997-11-06T20:10:06.691,132.93,441.40,72.55,466.65,5.27163,10.57,153.10
1997-11-06T20:10:07.024,133.08,441.62,72.67,466.92,5.27054,10.57,153.10
1997-11-06T20:10:07.358,132.88,441.79,72.46,466.99,5.26945,10.57,153.11
1997-11-06T20:10:07.691,133.01,441.91,72.52,467.16,5.26836,10.58,153.11
1997-11-06T20:10:08.024,132.96,442.29,72.09,467.43,5.26727,10.58,153.12
1997-11-06T20:10:08.358,133.14,442.35,71.89,467.51,5.26618,10.58,153.12
1997-11-06T20:10:08.691,133.23,442.36,71.87,467.55,5.26509,10.58,153.13
1997-11-06T20:10:09.024,133.48,442.43,71.61,467.64,5.26400,10.58,153.13
1997-11-06T20:10:09.358,133.61,442.37,71.34,467.58,5.26291,10.59,153.14
1997-11-06T20:10:09.691,133.23,442.26,71.67,467.42,5.26182,10.59,153.14
1997-11-06T20:10:10.024,133.16,442.23,71.84,467.39,5.26073,10.59,153.15
1997-11-06T20:10:10.358,133.18,442.15,71.93,467.34,5.25964,10.59,153.15
1997-11-06T20:10:10.691,133.09,442.18,72.16,467.38,5.25855,10.60,153.16
1997-11-06T20:10:11.024,132.90,442.28,72.43,467.47,5.25746,10.60,153.16
1997-11-06T20:10:11.358,132.77,442.32,72.39,467.46,5.25637,10.60,153.17
1997-11-06T20:10:11.691,132.70,442.39,72.29,467.48,5.25528,10.60,153.17
1997-11-06T20:10:12.024,132.69,442.44,72.23,467.52,5.25419,10.61,153.18
1997-11-06T20:10:12.358,132.68,442.39,72.24,467.47,5.25310,10.61,153.18
1997-11-06T20:10:12.691,132.38,442.38,72.14,467.36,5.25201,10.61,153.19
1997-11-06T20:10:13.024,132.35,442.27,71.99,467.23,5.25092,10.61,153.19
1997-11-06T20:10:13.358,132.56,442.18,72.01,467.20,5.24983,10.62,153.20
1997-11-06T20:10:13.691,132.53,442.08,71.71,467.06,5.24874,10.62,153.20
1997-11-06T20:10:14.024,132.46,442.12,71.72,467.07,5.24765,10.62,153.21
1997-11-06T20:10:14.358,132.74,441.94,71.28,466.91,5.24656,10.62,153.21
1997-11-06T20:10:14.691,132.89,441.99,71.18,466.99,5.24547,10.63,153.22
1997-11-06T20:10:15.024,132.64,441.87,71.00,466.78,5.24438,10.63,153.22
1997-11-06T20:10:15.358,132.54,441.89,70.87,466.75,5.24329,10.63,153.23
1997-11-06T20:10:15.691,132.62,441.67,71.55,466.67,5.24220,10.63,153.23
1997-11-06T20:10:16.024,132.47,441.68,71.71,466.66,5.24111,10.63,153.24
1997-11-06T20:10:16.358,132.21,441.67,71.58,466.55,5.24002,10.64,153.24
1997-11-06T20:10:16.691,132.26,441.47,71.65,466.39,5.23893,10.64,153.25
1997-11-06T20:10:17.024,132.15,441.51,71.69,466.41,5.23785,10.64,153.26
1997-11-06T20:10:17.358,132.30,441.66,71.62,466.58,5.23675,10.64,153.26
1997-11-06T20:10:17.691,132.22,441.64,71.71,466.55,5.23567,10.65,153.27
1997-11-06T20:10:18.024,131.93,441.80,71.59,466.60,5.23458,10.65,153.27
1997-11-06T20:10:18.358,131.91,441.83,71.63,466.63,5.23349,10.65,153.28
1997-11-06T20:10:18.691,131.95,442.03,71.61,466.83,5.23240,10.65,153.28
1997-11-06T20:10:19.024,131.96,441.95,71.62,466.75,5.23131,10.66,153.29
1997-11-06T20:10:19.358,131.92,442.05,71.44,466.82,5.23022,10.66,153.29
1997-11-06T20:10:19.691,132.11,442.12,71.55,466.95,5.22913,10.66,153.30
1997-11-06T20:10:20.024,131.98,442.19,71.64,467.00,5.22805,10.66,153.30
1997-11-06T20:10:20.358,131.93,442.22,71.59,467.00,5.22695,10.67,153.31
1997-11-06T20:10:20.691,131.61,442.29,71.65,466.99,5.22587,10.67,153.31
1997-11-06T20:10:21.024,131.80,442.35,71.42,467.06,5.22478,10.67,153.32
1997-11-06T20:10:21.358,132.23,442.32,71.34,467.14,5.22369,10.67,153.32
1997-11-06T20:10:21.691,132.33,442.18,71.35,467.04,5.22260,10.68,153.33
1997-11-06T20:10:22.024,132.18,442.25,71.31,467.05,5.22151,10.68,153.33
1997-11-06T20:10:22.358,132.17,442.10,71.02,466.86,5.22042,10.68,153.34
1997-11-06T20:10:22.691,132.34,441.81,71.01,466.64,5.21934,10.68,153.34
1997-11-06T20:10:23.024,132.52,441.63,70.96,466.51,5.21825,10.68,153.35
1997-11-06T20:10:23.358,132.47,441.63,70.78,466.47,5.21716,10.69,153.35
1997-11-06T20:10:23.691,132.23,441.70,71.00,466.51,5.21607,10.69,153.36
1997-11-06T20:10:24.024,132.13,441.62,71.05,466.41,5.21499,10.69,153.36
1997-11-06T20:10:24.358,132.17,441.53,71.22,466.35,5.21390,10.69,153.37
1997-11-06T20:10:24.691,131.89,441.59,70.77,466.26,5.21281,10.70,153.37
1997-11-06T20:10:25.024,131.78,441.72,70.78,466.36,5.21172,10.70,153.38
1997-11-06T20:10:25.358,131.85,441.81,71.10,466.51,5.21063,10.70,153.39
1997-11-06T20:10:25.691,131.68,441.94,71.17,466.60,5.20954,10.70,153.39
1997-11-06T20:10:26.024,131.62,442.04,71.15,466.67,5.20846,10.71,153.40
1997-11-06T20:10:26.358,131.75,442.25,70.75,466.85,5.20737,10.71,153.40
1997-11-06T20:10:26.691,131.76,442.26,70.76,466.86,5.20628,10.71,153.41
1997-11-06T20:10:27.024,131.76,442.46,70.61,467.03,5.20520,10.71,153.41
1997-11-06T20:10:27.358,131.85,442.34,70.31,466.89,5.20411,10.72,153.42
1997-11-06T20:10:27.691,131.81,442.28,70.14,466.80,5.20302,10.72,153.42
1997-11-06T20:10:28.024,131.90,442.39,69.95,466.90,5.20193,10.72,153.43
1997-11-06T20:10:28.358,131.91,442.32,70.07,466.86,5.20084,10.72,153.43
1997-11-06T20:10:28.691,131.83,442.20,70.13,466.73,5.19976,10.73,153.44
1997-11-06T20:10:29.024,131.80,442.16,69.96,466.66,5.19867,10.73,153.44
1997-11-06T20:10:29.358,132.04,442.09,69.91,466.66,5.19758,10.73,153.45
1997-11-06T20:10:29.691,131.60,442.04,70.28,466.54,5.19650,10.73,153.45
1997-11-06T20:10:30.024,131.33,442.13,70.40,466.56,5.19541,10.74,153.46
1997-11-06T20:10:30.358,131.52,442.11,70.42,466.60,5.19432,10.74,153.46
1997-11-06T20:10:30.691,131.43,442.04,70.74,466.56,5.19323,10.74,153.47
1997-11-06T20:10:31.024,131.48,442.08,70.72,466.61,5.19215,10.74,153.47
1997-11-06T20:10:31.358,131.42,442.21,70.60,466.70,5.19106,10.75,153.48
1997-11-06T20:10:31.691,131.53,442.25,70.39,466.73,5.18997,10.75,153.49
1997-11-06T20:10:32.024,131.49,442.13,70.25,466.59,5.18889,10.75,153.49
1997-11-06T20:10:32.358,131.28,442.29,70.25,466.68,5.18780,10.75,153.50
1997-11-06T20:10:32.691,131.23,442.41,70.25,466.78,5.18671,10.76,153.50
1997-11-06T20:10:33.024,131.39,442.49,70.25,466.90,5.18563,10.76,153.51
1997-11-06T20:10:33.358,131.28,442.54,69.84,466.86,5.18454,10.76,153.51
1997-11-06T20:10:33.691,131.36,442.48,69.84,466.82,5.18345,10.76,153.52
1997-11-06T20:10:34.024,131.44,442.24,69.95,466.63,5.18237,10.76,153.52
1997-11-06T20:10:34.358,131.61,442.19,69.96,466.63,5.18128,10.77,153.53
1997-11-06T20:10:34.691,131.26,442.22,70.02,466.57,5.18020,10.77,153.53
1997-11-06T20:10:35.024,130.93,442.22,69.81,466.45,5.17911,10.77,153.54
1997-11-06T20:10:35.358,131.14,442.16,69.59,466.42,5.17802,10.77,153.54
1997-11-06T20:10:35.691,131.07,441.91,69.73,466.19,5.17694,10.78,153.55
1997-11-06T20:10:36.024,131.07,441.99,69.66,466.24,5.17585,10.78,153.55
1997-11-06T20:10:36.358,131.06,442.03,69.64,466.28,5.17476,10.78,153.56
1997-11-06T20:10:36.691,131.15,442.01,69.47,466.26,5.17368,10.78,153.56
1997-11-06T20:10:37.024,130.86,442.08,69.55,466.26,5.17259,10.79,153.57
1997-11-06T20:10:37.358,130.87,442.08,69.68,466.28,5.17151,10.79,153.58
1997-11-06T20:10:37.691,130.98,442.30,69.64,466.51,5.17042,10.79,153.58
1997-11-06T20:10:38.024,130.94,442.38,69.74,466.59,5.16934,10.79,153.59
1997-11-06T20:10:38.358,131.03,442.40,70.04,466.68,5.16825,10.80,153.59
1997-11-06T20:10:38.691,130.88,442.64,69.78,466.83,5.16716,10.80,153.60
1997-11-06T20:10:39.024,130.76,442.80,69.53,466.90,5.16608,10.80,153.60
1997-11-06T20:10:39.358,131.05,442.80,69.36,466.97,5.16499,10.80,153.61
1997-11-06T20:10:39.691,130.83,442.97,69.62,467.11,5.16391,10.81,153.61
1997-11-06T20:10:40.024,130.77,443.04,69.67,467.16,5.16282,10.81,153.62
1997-11-06T20:10:40.358,130.82,443.00,69.69,467.14,5.16174,10.81,153.62
1997-11-06T20:10:40.691,131.09,442.88,69.54,467.08,5.16065,10.81,153.63
1997-11-06T20:10:41.024,131.30,442.94,69.37,467.17,5.15957,10.82,153.63
1997-11-06T20:10:41.358,131.44,442.86,69.04,467.09,5.15848,10.82,153.64
1997-11-06T20:10:41.691,131.42,442.68,69.05,466.91,5.15740,10.82,153.64
1997-11-06T20:10:42.024,131.41,442.63,69.08,466.86,5.15631,10.82,153.65
1997-11-06T20:10:42.358,131.26,442.50,69.01,466.68,5.15523,10.83,153.66
1997-11-06T20:10:42.691,131.16,442.62,69.12,466.79,5.15414,10.83,153.66
1997-11-06T20:10:43.024,131.14,442.55,69.19,466.73,5.15306,10.83,153.67
1997-11-06T20:10:43.358,130.95,442.57,69.10,466.68,5.15197,10.83,153.67
1997-11-06T20:10:43.691,131.05,442.55,69.08,466.69,5.15089,10.84,153.68
1997-11-06T20:10:44.024,130.88,442.75,68.95,466.81,5.14980,10.84,153.68
1997-11-06T20:10:44.358,130.78,442.84,69.25,466.91,5.14872,10.84,153.69
1997-11-06T20:10:44.691,130.74,443.01,69.39,467.08,5.14763,10.84,153.69
1997-11-06T20:10:45.024,130.66,443.02,69.19,467.04,5.14655,10.85,153.70
1997-11-06T20:10:45.358,130.88,443.28,68.95,467.31,5.14546,10.85,153.70
1997-11-06T20:10:45.691,130.70,443.52,68.92,467.49,5.14438,10.85,153.71
1997-11-06T20:10:46.024,130.64,443.60,69.02,467.56,5.14330,10.85,153.71
1997-11-06T20:10:46.358,130.98,443.62,68.97,467.66,5.14221,10.86,153.72
1997-11-06T20:10:46.691,130.97,443.72,68.89,467.75,5.14113,10.86,153.73
1997-11-06T20:10:47.024,131.23,443.77,68.42,467.79,5.14004,10.86,153.73
1997-11-06T20:10:47.358,131.22,443.81,68.31,467.82,5.13896,10.86,153.74
1997-11-06T20:10:47.691,131.10,443.62,68.58,467.65,5.13787,10.87,153.74
1997-11-06T20:10:48.024,131.04,443.42,68.71,467.46,5.13679,10.87,153.75
1997-11-06T20:10:48.358,130.72,443.47,68.99,467.46,5.13570,10.87,153.75
1997-11-06T20:10:48.691,130.35,443.49,69.00,467.37,5.13462,10.87,153.76
1997-11-06T20:10:49.024,130.59,443.30,68.98,467.25,5.13354,10.88,153.76
1997-11-06T20:10:49.358,130.80,443.28,69.20,467.33,5.13245,10.88,153.77
1997-11-06T20:10:49.691,130.63,443.19,69.26,467.20,5.13137,10.88,153.77
1997-11-06T20:10:50.024,130.41,443.18,69.54,467.18,5.13029,10.88,153.78
1997-11-06T20:10:50.358,130.35,443.26,69.24,467.19,5.12920,10.89,153.78
1997-11-06T20:10:50.691,130.22,443.37,69.12,467.24,5.12812,10.89,153.79
1997-11-06T20:10:51.024,130.40,443.31,68.86,467.20,5.12704,10.89,153.80
1997-11-06T20:10:51.358,130.41,443.35,68.68,467.21,5.12595,10.89,153.80
1997-11-06T20:10:51.691,130.36,443.39,68.41,467.19,5.12487,10.90,153.81
1997-11-06T20:10:52.024,130.38,443.43,68.46,467.24,5.12379,10.90,153.81
1997-11-06T20:10:52.358,130.58,443.33,68.52,467.22,5.12270,10.90,153.82
1997-11-06T20:10:52.691,130.87,443.21,68.41,467.17,5.12162,10.90,153.82
1997-11-06T20:10:53.024,130.49,443.37,68.50,467.23,5.12054,10.91,153.83
1997-11-06T20:10:53.358,130.45,443.41,68.27,467.22,5.11945,10.91,153.83
1997-11-06T20:10:53.691,130.32,443.46,68.48,467.25,5.11837,10.91,153.84
1997-11-06T20:10:54.024,130.20,443.37,68.47,467.14,5.11729,10.91,153.84
1997-11-06T20:10:54.358,130.32,443.36,68.38,467.15,5.11620,10.92,153.85
1997-11-06T20:10:54.691,130.41,443.04,68.53,466.89,5.11512,10.92,153.86
1997-11-06T20:10:55.024,130.49,443.18,68.44,467.03,5.11404,10.92,153.86
1997-11-06T20:10:55.358,130.21,443.26,68.38,467.02,5.11295,10.92,153.87
1997-11-06T20:10:55.691,130.21,443.33,68.32,467.08,5.11187,10.93,153.87
1997-11-06T20:10:56.024,129.98,443.45,68.50,467.16,5.11079,10.93,153.88
1997-11-06T20:10:56.358,129.92,443.47,68.39,467.14,5.10971,10.93,153.88
1997-11-06T20:10:56.691,130.07,443.58,68.40,467.29,5.10862,10.93,153.89
1997-11-06T20:10:57.024,130.07,443.71,68.18,467.38,5.10754,10.94,153.89
1997-11-06T20:10:57.358,130.31,443.53,68.12,467.27,5.10646,10.94,153.90
1997-11-06T20:10:57.691,130.32,443.61,68.03,467.33,5.10538,10.94,153.90
1997-11-06T20:10:58.024,130.30,443.67,68.01,467.39,5.10430,10.94,153.91
1997-11-06T20:10:58.358,129.97,443.72,67.97,467.33,5.10321,10.95,153.92
1997-11-06T20:10:58.691,130.17,443.74,67.92,467.40,5.10213,10.95,153.92
1997-11-06T20:10:59.024,130.09,443.86,67.78,467.48,5.10105,10.95,153.93
1997-11-06T20:10:59.358,130.31,443.99,67.70,467.64,5.09997,10.95,153.93
1997-11-06T20:10:59.691,130.77,443.97,67.61,467.74,5.09889,10.96,153.94
1997-11-06T20:11:00.024,130.83,443.92,67.59,467.71,5.09780,10.96,153.94
1997-11-06T20:11:00.358,129.82,444.00,67.04,467.42,5.09672,10.96,153.95
1997-11-06T20:11:00.691,130.11,443.52,66.88,467.02,5.09564,10.96,153.95
1997-11-06T20:11:01.024,130.10,443.49,66.96,467.00,5.09456,10.97,153.96
1997-11-06T20:11:01.358,130.09,443.30,66.67,466.78,5.09347,10.97,153.97
1997-11-06T20:11:01.691,129.99,443.38,66.76,466.84,5.09239,10.97,153.97
1997-11-06T20:11:02.024,129.82,443.40,67.56,466.93,5.09131,10.97,153.98
1997-11-06T20:11:02.358,129.72,443.51,67.47,466.99,5.09023,10.98,153.98
1997-11-06T20:11:02.691,129.70,443.57,67.38,467.03,5.08915,10.98,153.99
1997-11-06T20:11:03.024,130.00,443.61,68.07,467.25,5.08807,10.98,153.99
1997-11-06T20:11:03.358,130.03,443.62,67.77,467.22,5.08699,10.98,154.00
1997-11-06T20:11:03.691,129.98,443.80,67.96,467.41,5.08591,10.99,154.00
1997-11-06T20:11:04.024,130.08,443.77,68.39,467.47,5.08483,10.99,154.01
1997-11-06T20:11:04.358,130.09,443.95,67.94,467.58,5.08374,10.99,154.01
1997-11-06T20:11:04.691,129.98,443.97,67.84,467.55,5.08266,10.99,154.02
1997-11-06T20:11:05.024,129.95,444.01,67.72,467.57,5.08158,11.00,154.03
1997-11-06T20:11:05.358,130.00,444.06,67.37,467.58,5.08050,11.00,154.03
1997-11-06T20:11:05.691,129.94,444.06,67.40,467.56,5.07942,11.00,154.04
1997-11-06T20:11:06.024,129.95,444.18,67.25,467.66,5.07834,11.00,154.04
1997-11-06T20:11:06.358,129.72,444.16,67.28,467.58,5.07726,11.01,154.05
1997-11-06T20:11:06.691,129.78,444.08,67.35,467.54,5.07618,11.01,154.05
1997-11-06T20:11:07.024,130.08,443.81,67.19,467.33,5.07510,11.01,154.06
1997-11-06T20:11:07.358,130.17,443.67,67.22,467.23,5.07401,11.01,154.06
1997-11-06T20:11:07.691,130.02,443.67,67.52,467.24,5.07293,11.02,154.07
1997-11-06T20:11:08.024,129.90,443.51,67.62,467.06,5.07185,11.02,154.08
1997-11-06T20:11:08.358,129.45,443.57,67.85,467.03,5.07077,11.02,154.08
1997-11-06T20:11:08.691,129.43,443.43,67.98,466.91,5.06969,11.02,154.09
1997-11-06T20:11:09.024,129.43,443.46,67.47,466.86,5.06861,11.03,154.09
1997-11-06T20:11:09.358,129.39,443.59,67.48,466.98,5.06753,11.03,154.10
1997-11-06T20:11:09.691,129.49,443.53,68.31,467.07,5.06645,11.03,154.10
1997-11-06T20:11:10.024,129.09,443.48,68.04,466.87,5.06537,11.03,154.11
1997-11-06T20:11:10.358,129.01,443.63,67.65,466.94,5.06429,11.04,154.11
1997-11-06T20:11:10.691,129.21,443.73,67.35,467.04,5.06321,11.04,154.12
1997-11-06T20:11:11.024,129.03,443.79,67.46,467.06,5.06213,11.04,154.13
1997-11-06T20:11:11.358,128.72,443.86,67.57,467.06,5.06105,11.04,154.13
1997-11-06T20:11:11.691,128.75,443.81,67.36,466.99,5.05997,11.05,154.14
1997-11-06T20:11:12.024,129.05,443.81,66.93,467.01,5.05889,11.05,154.14
1997-11-06T20:11:12.358,129.20,443.61,66.70,466.83,5.05781,11.05,154.15
1997-11-06T20:11:12.691,129.24,443.63,66.67,466.85,5.05673,11.05,154.15
1997-11-06T20:11:13.024,129.80,443.43,66.64,466.82,5.05565,11.06,154.16
1997-11-06T20:11:13.358,129.19,443.65,67.21,466.93,5.05457,11.06,154.17
1997-11-06T20:11:13.691,128.32,443.85,66.96,466.85,5.05349,11.06,154.17
1997-11-06T20:11:14.024,129.24,443.78,66.78,467.02,5.05241,11.06,154.18
1997-11-06T20:11:14.358,129.35,443.76,66.80,467.03,5.05133,11.07,154.18
1997-11-06T20:11:14.691,129.38,443.67,66.73,466.94,5.05025,11.07,154.19
1997-11-06T20:11:15.024,129.27,443.70,66.43,466.90,5.04918,11.07,154.19
1997-11-06T20:11:15.358,129.11,443.59,66.39,466.75,5.04810,11.07,154.20
1997-11-06T20:11:15.691,129.34,443.85,66.49,467.07,5.04702,11.08,154.20
1997-11-06T20:11:16.024,129.50,443.91,66.30,467.14,5.04594,11.08,154.21
1997-11-06T20:11:16.358,129.28,444.14,66.18,467.28,5.04486,11.08,154.22
1997-11-06T20:11:16.691,129.68,444.13,66.55,467.44,5.04378,11.08,154.22
1997-11-06T20:11:17.024,129.74,444.20,66.64,467.54,5.04270,11.09,154.23
1997-11-06T20:11:17.358,129.38,444.23,66.27,467.41,5.04162,11.09,154.23
1997-11-06T20:11:17.691,129.16,444.26,66.55,467.42,5.04054,11.09,154.24
1997-11-06T20:11:18.024,129.35,444.10,66.45,467.30,5.03947,11.09,154.24
1997-11-06T20:11:18.358,129.58,444.15,66.26,467.38,5.03838,11.10,154.25
1997-11-06T20:11:18.691,129.70,444.19,66.25,467.46,5.03731,11.10,154.26
1997-11-06T20:11:19.024,129.77,444.30,66.07,467.56,5.03623,11.10,154.26
1997-11-06T20:11:19.358,129.93,444.36,66.20,467.68,5.03515,11.10,154.27
