SPACECRAFT EVENT TIME,SPACECRAFT CLOCK,BX_SC,BY_SC,BZ_SC,B-FIELD MAGNITUDE,ROTOR RIGHT ASCENSION,ROTOR DECLINATION,ROTOR TWIST,ROTOR SPIN
1996-12-19T06:58:40.028,1 3746869:81:5:0,406.67,-202.42,21.92,454.79,5.04439,-0.40862,2.74491,2.61484
1996-12-19T06:58:40.061,4 3746869:82:0:0,404.80,-202.56,19.80,453.08,5.04439,-0.40862,2.85483,2.72476
1996-12-19T06:58:40.094,7 3746869:82:5:0,403.07,-204.59,21.48,452.53,5.04439,-0.40857,2.96500,2.83492
1996-12-19T06:58:41.028,1 3746869:83:0:0,405.94,-202.40,22.29,454.15,5.04439,-0.40852,3.07544,2.94536
1996-12-19T06:58:41.061,4 3746869:83:5:0,404.56,-201.43,21.06,452.42,5.04439,-0.40852,3.18560,3.05553
1996-12-19T06:58:41.094,7 3746869:84:0:0,406.58,-201.98,26.97,454.79,5.04439,-0.40852,3.29614,3.16606
1996-12-19T06:58:42.028,1 3746869:84:5:0,406.32,-199.70,23.20,453.33,5.04439,-0.40852,3.40664,3.27656
1996-12-19T06:58:42.061,4 3746869:85:0:0,404.43,-200.32,26.32,452.09,5.04439,-0.40852,3.51665,3.38657
1996-12-19T06:58:42.094,7 3746869:85:5:0,407.57,-200.67,28.42,455.18,5.04439,-0.40852,3.62682,3.49674
1996-12-19T06:58:43.028,1 3746869:86:0:0,405.57,-199.15,28.44,452.73,5.04439,-0.40852,3.73716,3.60708
1996-12-19T06:58:43.061,4 3746869:86:5:0,405.42,-201.23,26.12,453.37,5.04439,-0.40852,3.84732,3.71724
1996-12-19T06:58:43.094,7 3746869:87:0:0,406.52,-201.60,24.89,454.45,5.04439,-0.40852,3.95767,3.82759
1996-12-19T06:58:44.028,1 3746869:87:5:0,404.41,-202.01,22.44,452.61,5.04430,-0.40852,4.06816,3.93808
1996-12-19T06:58:44.061,4 3746869:88:0:0,406.93,-202.56,25.46,455.27,5.04420,-0.40852,4.17837,4.04836
1996-12-19T06:58:44.094,7 3746869:88:5:0,408.11,-200.12,25.97,455.28,5.04420,-0.40852,4.28853,4.15852
1996-12-19T06:58:45.028,1 3746869:89:0:0,402.68,-202.54,25.92,451.49,5.04420,-0.40852,4.39878,4.26878
1996-12-19T06:58:45.061,4 3746869:89:5:0,407.55,-199.44,25.85,454.47,5.04420,-0.40852,4.50893,4.37893
1996-12-19T06:58:45.094,7 3746869:90:0:0,406.74,-202.09,28.21,455.06,5.04420,-0.40852,4.61929,4.48929
1996-12-19T06:58:46.028,1 3746869:90:5:0,407.27,-200.55,25.75,454.70,5.04425,-0.40848,4.72977,4.59977
1996-12-19T06:58:46.061,4 3746870:00:0:0,406.72,-199.62,23.73,453.69,5.04430,-0.40843,4.83990,4.70986
1996-12-19T06:58:46.094,7 3746870:00:5:0,401.69,-199.50,24.65,449.18,5.04430,-0.40848,4.95005,4.82001
1996-12-19T06:58:47.028,1 3746870:01:0:0,403.41,-199.33,27.44,450.80,5.04430,-0.40852,5.06041,4.93037
1996-12-19T06:58:47.061,4 3746870:01:5:0,404.48,-198.83,27.03,451.51,5.04430,-0.40852,5.17056,5.04052
1996-12-19T06:58:47.094,7 3746870:02:0:0,403.87,-200.31,28.01,451.68,5.04430,-0.40852,5.28101,5.15097
1996-12-19T06:58:48.028,1 3746870:02:5:0,404.97,-201.91,26.29,453.28,5.04430,-0.40852,5.39150,5.26146
1996-12-19T06:58:48.061,4 3746870:03:0:0,404.85,-201.91,24.21,453.05,5.04430,-0.40852,5.50142,5.37139
1996-12-19T06:58:48.094,7 3746870:03:5:0,403.08,-199.73,28.78,450.78,5.04425,-0.40848,5.61158,5.48154
1996-12-19T06:58:49.028,1 3746870:04:0:0,401.22,-200.07,29.64,449.32,5.04420,-0.40843,5.72184,5.59184
1996-12-19T06:58:49.061,4 3746870:04:5:0,404.85,-199.29,26.37,452.01,5.04420,-0.40843,5.83200,5.70199
1996-12-19T06:58:49.094,7 3746870:05:0:0,403.60,-201.18,23.18,451.56,5.04420,-0.40843,5.94254,5.81254
1996-12-19T06:58:50.028,1 3746870:05:5:0,404.39,-199.90,25.25,451.81,5.04425,-0.40843,6.05303,5.92303
1996-12-19T06:58:50.061,4 3746870:06:0:0,404.18,-199.83,19.94,451.33,5.04430,-0.40843,6.16295,6.03291
1996-12-19T06:58:50.094,7 3746870:06:5:0,402.05,-200.75,23.32,449.98,5.04430,-0.40843,6.27311,6.14308
1996-12-19T06:58:51.028,1 3746870:07:0:0,400.19,-200.95,22.38,448.37,5.04430,-0.40843,0.10048,6.25362
1996-12-19T06:58:51.061,4 3746870:07:5:0,401.40,-203.16,21.82,450.41,5.04425,-0.40843,0.21064,0.08060
1996-12-19T06:58:51.094,7 3746870:08:0:0,403.14,-202.16,26.07,451.74,5.04420,-0.40843,0.32089,0.19089
1996-12-19T06:58:52.028,1 3746870:08:5:0,402.67,-202.42,24.90,451.37,5.04420,-0.40843,0.43138,0.30138
1996-12-19T06:58:52.061,4 3746870:09:0:0,404.13,-203.94,26.61,453.45,5.04420,-0.40843,0.54159,0.41159
1996-12-19T06:58:52.094,7 3746870:09:5:0,400.69,-202.33,27.42,449.71,5.04416,-0.40843,0.65175,0.52175
1996-12-19T06:58:53.028,1 3746870:10:0:0,402.33,-204.94,22.64,452.09,5.04411,-0.40843,0.76210,0.63213
1996-12-19T06:58:53.061,4 3746870:10:5:0,401.39,-203.83,24.26,450.83,5.04411,-0.40843,0.87226,0.74229
1996-12-19T06:58:53.094,7 3746870:11:0:0,401.64,-202.97,21.77,450.54,5.04411,-0.40843,0.98261,0.85264
1996-12-19T06:58:54.028,1 3746870:11:5:0,402.70,-202.88,22.21,451.46,5.04416,-0.40843,1.09311,0.96315
1996-12-19T06:58:54.061,4 3746870:12:0:0,402.04,-202.45,24.58,450.80,5.04420,-0.40843,1.20321,1.07321
1996-12-19T06:58:54.094,7 3746870:12:5:0,401.39,-200.80,21.94,449.35,5.04420,-0.40843,1.31338,1.18338
1996-12-19T06:58:55.028,1 3746870:13:0:0,402.77,-203.23,25.70,451.87,5.04420,-0.40843,1.42382,1.29382
1996-12-19T06:58:55.061,4 3746870:13:5:0,404.58,-203.22,23.05,453.34,5.04416,-0.40843,1.53398,1.40398
1996-12-19T06:58:55.094,7 3746870:14:0:0,403.51,-200.86,23.59,451.36,5.04411,-0.40843,1.64433,1.51436
1996-12-19T06:58:56.028,1 3746870:14:5:0,403.67,-200.17,24.66,451.25,5.04411,-0.40843,1.75482,1.62486
1996-12-19T06:58:56.061,4 3746870:15:0:0,403.05,-199.63,25.36,450.49,5.04411,-0.40843,1.86474,1.73478
1996-12-19T06:58:56.094,7 3746870:15:5:0,403.26,-198.16,23.23,449.92,5.04411,-0.40848,1.97491,1.84494
1996-12-19T06:58:57.028,1 3746870:16:0:0,401.38,-200.88,22.61,449.41,5.04411,-0.40852,2.08544,1.95548
1996-12-19T06:58:57.061,4 3746870:16:5:0,403.30,-201.96,24.75,451.72,5.04411,-0.40852,2.19561,2.06564
1996-12-19T06:58:57.094,7 3746870:17:0:0,404.80,-198.77,23.79,451.59,5.04411,-0.40852,2.30605,2.17608
1996-12-19T06:58:58.028,1 3746870:17:5:0,402.50,-201.05,22.93,450.50,5.04411,-0.40852,2.41655,2.28658
1996-12-19T06:58:58.061,4 3746870:18:0:0,403.99,-199.89,22.89,451.32,5.04411,-0.40852,2.52637,2.39640
1996-12-19T06:58:58.094,7 3746870:18:5:0,402.53,-201.45,20.10,450.57,5.04411,-0.40857,2.63654,2.50657
1996-12-19T06:58:59.028,1 3746870:19:0:0,402.20,-201.03,21.17,450.13,5.04411,-0.40862,2.74697,2.61701
1996-12-19T06:58:59.061,4 3746870:19:5:0,405.28,-198.01,23.43,451.68,5.04416,-0.40862,2.85714,2.72718
1996-12-19T06:58:59.094,7 3746870:20:0:0,402.49,-199.75,20.61,449.80,5.04420,-0.40862,2.96748,2.83748
1996-12-19T06:59:00.028,1 3746870:20:5:0,403.40,-199.81,21.98,450.71,5.04425,-0.40862,3.07798,2.94797
1996-12-19T06:59:00.061,4 3746870:21:0:0,402.08,-200.80,19.71,449.86,5.04430,-0.40862,3.18799,3.05795
1996-12-19T06:59:00.094,7 3746870:21:5:0,401.37,-204.23,23.76,450.97,5.04430,-0.40862,3.29816,3.16812
1996-12-19T06:59:01.028,1 3746870:22:0:0,400.88,-201.58,19.51,449.13,5.04430,-0.40862,3.40879,3.27875
1996-12-19T06:59:01.061,4 3746870:22:5:0,401.77,-199.77,20.46,449.16,5.04430,-0.40862,3.51895,3.38891
1996-12-19T06:59:01.094,7 3746870:23:0:0,401.37,-204.12,22.30,450.84,5.04430,-0.40862,3.62930,3.49926
1996-12-19T06:59:02.028,1 3746870:23:5:0,399.81,-202.77,23.83,448.92,5.04435,-0.40862,3.73980,3.60976
1996-12-19T06:59:02.061,4 3746870:24:0:0,402.70,-201.20,25.81,450.90,5.04439,-0.40862,3.85000,3.71992
1996-12-19T06:59:02.094,7 3746870:24:5:0,402.50,-204.85,28.77,452.55,5.04439,-0.40862,3.96016,3.83008
1996-12-19T06:59:03.028,1 3746870:25:0:0,401.76,-201.61,26.13,450.27,5.04439,-0.40862,4.07032,3.94024
1996-12-19T06:59:03.061,4 3746870:25:5:0,400.72,-203.72,25.79,450.27,5.04439,-0.40857,4.18049,4.05041
1996-12-19T06:59:03.094,7 3746870:26:0:0,394.86,-207.37,25.77,446.75,5.04439,-0.40852,4.29102,4.16094
1996-12-19T06:59:04.028,1 3746870:26:5:0,398.53,-206.54,29.83,449.86,5.04439,-0.40852,4.40152,4.27145
1996-12-19T06:59:04.061,4 3746870:27:0:0,397.68,-203.68,30.38,447.84,5.04439,-0.40852,4.51134,4.38126
1996-12-19T06:59:04.094,7 3746870:27:5:0,398.39,-204.26,29.53,448.67,5.04444,-0.40848,4.62151,4.49144
1996-12-19T06:59:05.028,1 3746870:28:0:0,399.07,-201.95,29.49,448.23,5.04449,-0.40843,4.73204,4.60193
1996-12-19T06:59:05.061,4 3746870:28:5:0,399.72,-204.15,24.57,449.51,5.04444,-0.40838,4.84221,4.71210
1996-12-19T06:59:05.094,7 3746870:29:0:0,397.91,-205.55,26.55,448.65,5.04439,-0.40833,4.95255,4.82247
1996-12-19T06:59:06.028,1 3746870:29:5:0,399.47,-202.96,26.66,448.87,5.04439,-0.40833,5.06304,4.93296
1996-12-19T06:59:06.061,4 3746870:30:0:0,396.03,-203.33,26.70,445.97,5.04439,-0.40833,5.17306,5.04298
1996-12-19T06:59:06.094,7 3746870:30:5:0,397.34,-198.74,27.35,445.11,5.04435,-0.40828,5.28321,5.15314
1996-12-19T06:59:07.028,1 3746870:31:0:0,399.06,-197.13,27.47,445.94,5.04430,-0.40824,5.39376,5.26372
1996-12-19T06:59:07.061,4 3746870:31:5:0,398.23,-194.69,28.77,444.20,5.04430,-0.40824,5.50391,5.37387
1996-12-19T06:59:07.094,7 3746870:32:0:0,398.51,-193.16,29.90,443.87,5.04430,-0.40824,5.61446,5.48442
1996-12-19T06:59:08.028,1 3746870:32:5:0,401.25,-192.00,32.91,446.04,5.04430,-0.40824,5.72495,5.59491
1996-12-19T06:59:08.061,4 3746870:33:0:0,401.28,-188.79,33.96,444.77,5.04430,-0.40824,5.83478,5.70474
1996-12-19T06:59:08.094,7 3746870:33:5:0,402.68,-188.38,35.91,446.01,5.04420,-0.40824,5.94494,5.81490
1996-12-19T06:59:09.028,1 3746870:34:0:0,403.75,-185.36,34.99,445.64,5.04411,-0.40824,6.05529,5.92532
1996-12-19T06:59:09.061,4 3746870:34:5:0,401.56,-186.79,31.69,444.01,5.04416,-0.40824,6.16545,6.03549
1996-12-19T06:59:09.094,7 3746870:35:0:0,403.10,-185.01,31.28,444.63,5.04420,-0.40824,6.27570,6.14570
1996-12-19T06:59:10.028,1 3746870:35:5:0,404.57,-187.13,30.61,446.80,5.04416,-0.40824,0.10301,6.25619
1996-12-19T06:59:10.061,4 3746870:36:0:0,405.85,-187.47,29.63,448.04,5.04411,-0.40824,0.21313,0.08316
1996-12-19T06:59:10.094,7 3746870:36:5:0,407.23,-185.98,28.40,448.59,5.04406,-0.40828,0.32329,0.19332
1996-12-19T06:59:11.028,1 3746870:37:0:0,405.83,-188.80,26.73,448.39,5.04401,-0.40833,0.43373,0.30380
1996-12-19T06:59:11.061,4 3746870:37:5:0,404.71,-189.48,25.87,447.62,5.04401,-0.40833,0.54390,0.41397
1996-12-19T06:59:11.094,7 3746870:38:0:0,404.71,-189.80,28.39,447.91,5.04401,-0.40833,0.65424,0.52431
1996-12-19T06:59:12.028,1 3746870:38:5:0,407.57,-185.11,27.46,448.48,5.04401,-0.40838,0.76473,0.63480
1996-12-19T06:59:12.061,4 3746870:39:0:0,407.22,-190.34,23.41,450.12,5.04401,-0.40843,0.87485,0.74492
1996-12-19T06:59:12.094,7 3746870:39:5:0,406.58,-191.32,15.81,449.62,5.04401,-0.40843,0.98500,0.85507
1996-12-19T06:59:13.028,1 3746870:40:0:0,406.83,-191.10,15.25,449.73,5.04401,-0.40843,1.09536,0.96543
1996-12-19T06:59:13.061,4 3746870:40:5:0,401.30,-189.69,15.02,444.12,5.04401,-0.40848,1.20552,1.07559
1996-12-19T06:59:13.094,7 3746870:41:0:0,404.45,-190.17,16.43,447.23,5.04401,-0.40852,1.31596,1.18603
1996-12-19T06:59:14.028,1 3746870:41:5:0,403.30,-190.54,16.22,446.34,5.04401,-0.40852,1.42646,1.29653
1996-12-19T06:59:14.061,4 3746870:42:0:0,405.75,-193.36,16.99,449.79,5.04401,-0.40852,1.53647,1.40654
1996-12-19T06:59:14.094,7 3746870:42:5:0,402.80,-189.79,14.57,445.51,5.04401,-0.40857,1.64664,1.51671
1996-12-19T06:59:15.028,1 3746870:43:0:0,402.31,-193.26,11.89,446.48,5.04401,-0.40862,1.75689,1.62696
1996-12-19T06:59:15.061,4 3746870:43:5:0,400.46,-196.10,13.93,446.11,5.04411,-0.40862,1.86705,1.73712
1996-12-19T06:59:15.094,7 3746870:44:0:0,401.82,-194.22,14.85,446.54,5.04420,-0.40862,1.97749,1.84749
1996-12-19T06:59:16.028,1 3746870:44:5:0,404.30,-192.58,18.92,448.22,5.04420,-0.40862,2.08799,1.95799
1996-12-19T06:59:16.061,4 3746870:45:0:0,401.44,-194.30,13.55,446.20,5.04420,-0.40862,2.19819,2.06819
1996-12-19T06:59:16.094,7 3746870:45:5:0,401.04,-198.11,10.80,447.43,5.04420,-0.40862,2.30836,2.17836
1996-12-19T06:59:17.028,1 3746870:46:0:0,398.97,-199.63,12.01,446.28,5.04420,-0.40862,2.41861,2.28860
1996-12-19T06:59:17.061,4 3746870:46:5:0,399.83,-197.43,14.06,446.14,5.04430,-0.40862,2.52877,2.39877
1996-12-19T06:59:17.094,7 3746870:47:0:0,402.32,-193.77,12.81,446.73,5.04439,-0.40862,2.63931,2.50923
1996-12-19T06:59:18.028,1 3746870:47:5:0,401.16,-196.27,12.28,446.77,5.04439,-0.40857,2.74980,2.61972
1996-12-19T06:59:18.061,4 3746870:48:0:0,398.97,-193.33,17.82,443.70,5.04439,-0.40852,2.85972,2.72964
1996-12-19T06:59:18.094,7 3746870:48:5:0,397.06,-190.06,18.57,440.59,5.04439,-0.40852,2.96989,2.83981
1996-12-19T06:59:19.028,1 3746870:49:0:0,398.30,-192.65,22.37,443.01,5.04439,-0.40852,3.08042,2.95035
1996-12-19T06:59:19.061,4 3746870:49:5:0,398.80,-196.51,22.98,445.18,5.04439,-0.40848,3.19059,3.06051
1996-12-19T06:59:19.094,7 3746870:50:0:0,399.20,-195.36,22.42,445.01,5.04439,-0.40843,3.30103,3.17095
1996-12-19T06:59:20.028,1 3746870:50:5:0,400.59,-196.80,24.60,446.99,5.04439,-0.40843,3.41153,3.28145
1996-12-19T06:59:20.061,4 3746870:51:0:0,402.08,-196.01,22.97,447.90,5.04439,-0.40843,3.52144,3.39137
1996-12-19T06:59:20.094,7 3746870:51:5:0,404.61,-197.88,21.57,450.92,5.04439,-0.40843,3.63161,3.50153
1996-12-19T06:59:21.028,1 3746870:52:0:0,400.55,-196.65,18.16,446.59,5.04439,-0.40843,3.74185,3.61178
1996-12-19T06:59:21.061,4 3746870:52:5:0,404.76,-194.54,18.03,449.45,5.04439,-0.40838,3.85202,3.72194
1996-12-19T06:59:21.094,7 3746870:53:0:0,403.24,-197.23,16.96,449.21,5.04439,-0.40833,3.96265,3.83258
1996-12-19T06:59:22.028,1 3746870:53:5:0,404.78,-192.45,15.66,448.48,5.04435,-0.40833,4.07315,3.94307
1996-12-19T06:59:22.061,4 3746870:54:0:0,404.90,-192.72,16.69,448.74,5.04430,-0.40833,4.18307,4.05303
1996-12-19T06:59:22.094,7 3746870:54:5:0,405.81,-191.53,19.75,449.17,5.04430,-0.40833,4.29323,4.16319
1996-12-19T06:59:23.028,1 3746870:55:0:0,409.75,-186.98,18.58,450.77,5.04430,-0.40833,4.40377,4.27373
1996-12-19T06:59:23.061,4 3746870:55:5:0,403.87,-191.74,17.11,447.40,5.04430,-0.40828,4.51393,4.38389
1996-12-19T06:59:23.094,7 3746870:56:0:0,402.69,-194.13,17.41,447.38,5.04430,-0.40824,4.62408,4.49405
1996-12-19T06:59:24.028,1 3746870:56:5:0,405.43,-190.93,17.31,448.47,5.04430,-0.40828,4.73458,4.60454
1996-12-19T06:59:24.061,4 3746870:57:0:0,404.95,-192.32,16.92,448.61,5.04430,-0.40833,4.84479,4.71475
1996-12-19T06:59:24.094,7 3746870:57:5:0,400.46,-194.44,19.46,445.59,5.04425,-0.40833,4.95494,4.82490
1996-12-19T06:59:25.028,1 3746870:58:0:0,400.65,-196.32,21.83,446.70,5.04420,-0.40833,5.06520,4.93520
1996-12-19T06:59:25.061,4 3746870:58:5:0,398.83,-193.72,23.77,444.03,5.04420,-0.40833,5.17536,5.04536
1996-12-19T06:59:25.094,7 3746870:59:0:0,401.76,-188.47,30.50,444.82,5.04420,-0.40833,5.28590,5.15590
1996-12-19T06:59:26.028,1 3746870:59:5:0,400.67,-190.45,29.76,444.63,5.04420,-0.40833,5.39640,5.26640
1996-12-19T06:59:26.061,4 3746870:60:0:0,404.00,-185.38,28.57,445.42,5.04420,-0.40833,5.50641,5.37641
1996-12-19T06:59:26.094,7 3746870:60:5:0,403.16,-184.11,31.74,444.34,5.04420,-0.40833,5.61657,5.48657
1996-12-19T06:59:27.028,1 3746870:61:0:0,406.19,-183.74,31.82,446.95,5.04420,-0.40833,5.72692,5.59692
1996-12-19T06:59:27.061,4 3746870:61:5:0,404.58,-182.99,31.42,445.15,5.04420,-0.40838,5.83709,5.70708
1996-12-19T06:59:27.094,7 3746870:62:0:0,402.06,-188.18,24.30,444.58,5.04420,-0.40843,5.94743,5.81743
1996-12-19T06:59:28.028,1 3746870:62:5:0,401.97,-190.08,28.46,445.55,5.04420,-0.40843,6.05792,5.92792
1996-12-19T06:59:28.061,4 3746870:63:0:0,399.36,-192.52,30.16,444.37,5.04420,-0.40843,6.16794,6.03794
1996-12-19T06:59:28.094,7 3746870:63:5:0,397.63,-195.79,29.58,444.21,5.04420,-0.40843,6.27811,6.14810
1996-12-19T06:59:29.028,1 3746870:64:0:0,399.04,-195.40,30.84,445.38,5.04420,-0.40843,0.10546,6.25864
1996-12-19T06:59:29.061,4 3746870:64:5:0,397.97,-193.01,34.22,443.63,5.04420,-0.40843,0.21563,0.08563
1996-12-19T06:59:29.094,7 3746870:65:0:0,400.80,-192.21,30.51,445.55,5.04420,-0.40843,0.32597,0.19597
1996-12-19T06:59:30.028,1 3746870:65:5:0,401.38,-188.84,33.02,444.81,5.04420,-0.40843,0.43647,0.30647
1996-12-19T06:59:30.061,4 3746870:66:0:0,399.98,-190.79,34.64,444.51,5.04420,-0.40843,0.54658,0.41657
1996-12-19T06:59:30.094,7 3746870:66:5:0,399.14,-190.65,36.63,443.85,5.04420,-0.40843,0.65674,0.52674
1996-12-19T06:59:31.028,1 3746870:67:0:0,401.75,-190.51,35.06,446.01,5.04420,-0.40843,0.76709,0.63708
1996-12-19T06:59:31.061,4 3746870:67:5:0,400.98,-193.50,32.58,446.42,5.04420,-0.40843,0.87725,0.74724
1996-12-19T06:59:31.094,7 3746870:68:0:0,401.72,-191.39,30.20,446.01,5.04420,-0.40843,0.98759,0.85759
1996-12-19T06:59:32.028,1 3746870:68:5:0,403.79,-191.20,32.23,447.93,5.04420,-0.40843,1.09809,0.96809
1996-12-19T06:59:32.061,4 3746870:69:0:0,401.24,-187.42,36.24,444.33,5.04420,-0.40843,1.20820,1.07820
1996-12-19T06:59:32.094,7 3746870:69:5:0,400.11,-182.86,38.83,441.62,5.04420,-0.40843,1.31837,1.18837
1996-12-19T06:59:33.028,1 3746870:70:0:0,397.20,-187.05,35.41,440.46,5.04420,-0.40843,1.42881,1.29880
1996-12-19T06:59:33.061,4 3746870:70:5:0,399.82,-186.41,35.89,442.60,5.04420,-0.40843,1.53898,1.40897
1996-12-19T06:59:33.094,7 3746870:71:0:0,400.12,-184.82,40.48,442.60,5.04420,-0.40843,1.64932,1.51931
1996-12-19T06:59:34.028,1 3746870:71:5:0,400.24,-185.53,38.48,442.83,5.04420,-0.40843,1.75980,1.62980
1996-12-19T06:59:34.061,4 3746870:72:0:0,399.36,-182.35,39.34,440.78,5.04420,-0.40843,1.86973,1.73973
1996-12-19T06:59:34.094,7 3746870:72:5:0,400.81,-180.83,37.72,441.32,5.04420,-0.40843,1.97989,1.84989
1996-12-19T06:59:35.028,1 3746870:73:0:0,400.92,-181.03,35.68,441.34,5.04420,-0.40843,2.09043,1.96043
1996-12-19T06:59:35.061,4 3746870:73:5:0,404.17,-182.35,35.73,444.84,5.04420,-0.40843,2.20059,2.07059
1996-12-19T06:59:35.094,7 3746870:74:0:0,403.66,-181.10,34.18,443.74,5.04420,-0.40843,2.31094,2.18094
1996-12-19T06:59:36.028,1 3746870:74:5:0,404.51,-181.14,32.77,444.42,5.04420,-0.40843,2.42143,2.29143
1996-12-19T06:59:36.061,4 3746870:75:0:0,403.64,-177.34,31.83,442.03,5.04420,-0.40843,2.53155,2.40154
1996-12-19T06:59:36.094,7 3746870:75:5:0,405.43,-182.30,31.22,445.63,5.04420,-0.40843,2.64171,2.51171
1996-12-19T06:59:37.028,1 3746870:76:0:0,403.46,-180.30,30.81,442.99,5.04420,-0.40843,2.75186,2.62186
1996-12-19T06:59:37.061,4 3746870:76:5:0,403.18,-177.29,30.11,441.47,5.04420,-0.40848,2.86202,2.73202
1996-12-19T06:59:37.094,7 3746870:77:0:0,404.35,-181.10,28.47,443.97,5.04420,-0.40852,2.97247,2.84247
1996-12-19T06:59:38.028,1 3746870:77:5:0,407.08,-179.01,29.67,445.69,5.04420,-0.40852,3.08296,2.95296
1996-12-19T06:59:38.061,4 3746870:78:0:0,404.69,-176.87,28.89,442.60,5.04420,-0.40852,3.19317,3.06317
1996-12-19T06:59:38.094,7 3746870:78:5:0,406.09,-182.31,22.60,445.71,5.04420,-0.40852,3.30333,3.17333
1996-12-19T06:59:39.028,1 3746870:79:0:0,404.38,-182.87,22.84,444.40,5.04420,-0.40852,3.41358,3.28358
1996-12-19T06:59:39.061,4 3746870:79:5:0,405.99,-180.37,25.66,445.00,5.04420,-0.40852,3.52375,3.39374
1996-12-19T06:59:39.094,7 3746870:80:0:0,406.90,-177.67,27.73,444.86,5.04420,-0.40852,3.63428,3.50428
1996-12-19T06:59:40.028,1 3746870:80:5:0,406.00,-179.85,28.68,444.97,5.04420,-0.40852,3.74478,3.61478
1996-12-19T06:59:40.061,4 3746870:81:0:0,405.41,-178.59,26.19,443.78,5.04420,-0.40852,3.85460,3.72460
1996-12-19T06:59:40.094,7 3746870:81:5:0,404.15,-178.83,27.98,442.83,5.04420,-0.40852,3.96476,3.83476
1996-12-19T06:59:41.028,1 3746870:82:0:0,402.95,-180.29,22.90,442.04,5.04420,-0.40852,4.07530,3.94530
1996-12-19T06:59:41.061,4 3746870:82:5:0,402.66,-182.18,23.46,442.57,5.04425,-0.40852,4.18547,4.05547
1996-12-19T06:59:41.094,7 3746870:83:0:0,402.76,-182.70,24.05,442.92,5.04430,-0.40852,4.29600,4.16597
1996-12-19T06:59:42.028,1 3746870:83:5:0,400.46,-186.71,22.41,442.41,5.04435,-0.40852,4.40651,4.27647
1996-12-19T06:59:42.061,4 3746870:84:0:0,401.32,-182.58,23.32,441.52,5.04439,-0.40852,4.51632,4.38625
1996-12-19T06:59:42.094,7 3746870:84:5:0,399.74,-181.71,25.43,439.84,5.04439,-0.40848,4.62650,4.49642
1996-12-19T06:59:43.028,1 3746870:85:0:0,403.28,-184.98,24.64,444.36,5.04439,-0.40843,4.73702,4.60695
1996-12-19T06:59:43.061,4 3746870:85:5:0,402.35,-185.12,24.66,443.58,5.04439,-0.40843,4.84718,4.71711
1996-12-19T06:59:43.094,7 3746870:86:0:0,402.28,-189.07,22.25,445.05,5.04439,-0.40843,4.95744,4.82736
1996-12-19T06:59:44.028,1 3746870:86:5:0,403.10,-185.58,21.33,444.28,5.04439,-0.40843,5.06793,4.93785
1996-12-19T06:59:44.061,4 3746870:87:0:0,403.25,-186.10,15.41,444.39,5.04439,-0.40843,5.17814,5.04806
1996-12-19T06:59:44.094,7 3746870:87:5:0,403.66,-189.21,9.94,445.92,5.04439,-0.40838,5.28830,5.15822
1996-12-19T06:59:45.028,1 3746870:88:0:0,404.07,-185.40,13.50,444.78,5.04439,-0.40833,5.39865,5.26857
1996-12-19T06:59:45.061,4 3746870:88:5:0,400.62,-183.86,11.79,440.95,5.04439,-0.40833,5.50882,5.37874
1996-12-19T06:59:45.094,7 3746870:89:0:0,402.86,-179.56,13.42,441.26,5.04439,-0.40833,5.61945,5.48937
1996-12-19T06:59:46.028,1 3746870:89:5:0,402.20,-178.84,16.88,440.49,5.04435,-0.40828,5.72994,5.59987
1996-12-19T06:59:46.061,4 3746870:90:0:0,399.92,-178.03,18.46,438.14,5.04430,-0.40824,5.83957,5.70953
1996-12-19T06:59:46.094,7 3746870:90:5:0,397.83,-177.06,21.78,436.00,5.04430,-0.40824,5.94973,5.81969
1996-12-19T06:59:47.028,1 3746871:00:0:0,398.37,-176.58,18.40,436.13,5.04430,-0.40824,6.06008,5.93004
1996-12-19T06:59:47.061,4 3746871:00:5:0,396.35,-176.45,21.16,434.37,5.04425,-0.40824,6.17024,6.04021
1996-12-19T06:59:47.094,7 3746871:01:0:0,393.79,-180.20,16.08,433.36,5.04420,-0.40824,6.28069,6.15068
1996-12-19T06:59:48.028,1 3746871:01:5:0,394.40,-182.42,18.91,434.96,5.04411,-0.40824,0.10799,6.26118
1996-12-19T06:59:48.061,4 3746871:02:0:0,393.05,-185.54,16.79,434.96,5.04401,-0.40824,0.21811,0.08818
1996-12-19T06:59:48.094,7 3746871:02:5:0,394.91,-185.49,17.60,436.66,5.04401,-0.40824,0.32828,0.19835
1996-12-19T06:59:49.028,1 3746871:03:0:0,395.16,-187.89,20.06,438.02,5.04401,-0.40824,0.43872,0.30879
1996-12-19T06:59:49.061,4 3746871:03:5:0,395.66,-187.17,14.78,437.95,5.04401,-0.40824,0.54888,0.41895
1996-12-19T06:59:49.094,7 3746871:04:0:0,396.14,-185.60,12.35,437.64,5.04401,-0.40824,0.65913,0.52920
1996-12-19T06:59:50.028,1 3746871:04:5:0,400.08,-184.64,9.89,440.75,5.04396,-0.40828,0.76962,0.63969
1996-12-19T06:59:50.061,4 3746871:05:0:0,403.79,-187.60,8.14,445.31,5.04392,-0.40833,0.87964,0.74975
1996-12-19T06:59:50.094,7 3746871:05:5:0,403.03,-186.31,11.23,444.15,5.04396,-0.40833,0.98979,0.85990
