SPACECRAFT EVENT TIME,SPACECRAFT CLOCK,BX_SC,BY_SC,BZ_SC,B-FIELD MAGNITUDE,ROTOR RIGHT ASCENSION,ROTOR DECLINATION,ROTOR TWIST,ROTOR SPIN
1996-12-19T06:33:27.094,8 3746844:88:0:0,446.21,-143.33,42.18,470.56,5.04430,-0.40843,5.09559,4.96555
1996-12-19T06:33:28.028,1 3746844:88:5:0,443.26,-143.17,40.98,467.61,5.04425,-0.40838,5.20575,5.07571
1996-12-19T06:33:28.061,5 3746844:89:0:0,446.41,-142.13,40.68,470.26,5.04420,-0.40833,5.31620,5.18619
1996-12-19T06:33:28.094,8 3746844:89:5:0,444.29,-144.22,42.22,469.02,5.04420,-0.40833,5.42636,5.29636
1996-12-19T06:33:29.028,1 3746844:90:0:0,444.75,-141.47,34.80,468.00,5.04420,-0.40833,5.53671,5.40670
1996-12-19T06:33:29.061,5 3746844:90:5:0,444.14,-140.55,36.27,467.26,5.04420,-0.40833,5.64720,5.51720
1996-12-19T06:33:29.094,8 3746845:00:0:0,445.74,-140.93,35.59,468.84,5.04420,-0.40833,5.75741,5.62741
1996-12-19T06:33:30.028,1 3746845:00:5:0,445.51,-140.00,38.04,468.54,5.04416,-0.40833,5.86757,5.73757
1996-12-19T06:33:30.061,5 3746845:01:0:0,444.39,-142.50,38.23,468.24,5.04411,-0.40833,5.97773,5.84776
1996-12-19T06:33:30.094,8 3746845:01:5:0,446.59,-141.01,37.67,469.84,5.04411,-0.40833,6.08789,5.95792
1996-12-19T06:33:31.028,1 3746845:02:0:0,442.85,-140.10,38.03,466.04,5.04411,-0.40833,6.19833,6.06836
1996-12-19T06:33:31.061,5 3746845:02:5:0,444.63,-141.60,35.88,468.01,5.04406,-0.40833,0.02564,6.17886
1996-12-19T06:33:31.094,8 3746845:03:0:0,442.86,-142.56,37.76,466.77,5.04401,-0.40833,0.13576,0.00583
1996-12-19T06:33:32.028,1 3746845:03:5:0,441.35,-144.36,37.32,465.85,5.04401,-0.40833,0.24592,0.11599
1996-12-19T06:33:32.061,5 3746845:04:0:0,442.06,-143.72,35.70,466.20,5.04401,-0.40833,0.35617,0.22624
1996-12-19T06:33:32.094,8 3746845:04:5:0,441.13,-145.69,34.20,465.82,5.04401,-0.40833,0.46634,0.33641
1996-12-19T06:33:33.028,1 3746845:05:0:0,441.80,-143.76,33.59,465.81,5.04401,-0.40833,0.57678,0.44685
1996-12-19T06:33:33.061,5 3746845:05:5:0,443.66,-143.34,34.79,467.54,5.04401,-0.40833,0.68727,0.55734
1996-12-19T06:33:33.094,8 3746845:06:0:0,443.01,-145.21,37.61,467.72,5.04401,-0.40833,0.79738,0.66745
1996-12-19T06:33:34.028,1 3746845:06:5:0,443.65,-141.88,35.44,467.13,5.04396,-0.40838,0.90755,0.77762
1996-12-19T06:33:34.061,5 3746845:07:0:0,443.99,-144.48,32.87,468.06,5.04392,-0.40843,1.01789,0.88800
1996-12-19T06:33:34.094,8 3746845:07:5:0,441.77,-144.21,35.24,466.05,5.04392,-0.40843,1.12806,0.99816
1996-12-19T06:33:35.028,1 3746845:08:0:0,444.19,-143.02,35.18,467.98,5.04392,-0.40843,1.23850,1.10860
1996-12-19T06:33:35.061,5 3746845:08:5:0,443.53,-143.17,32.38,467.19,5.04396,-0.40843,1.34900,1.21910
1996-12-19T06:33:35.094,8 3746845:09:0:0,441.46,-144.01,34.04,465.60,5.04401,-0.40843,1.45910,1.32917
1996-12-19T06:33:36.028,1 3746845:09:5:0,441.14,-143.55,35.31,465.25,5.04401,-0.40848,1.56927,1.43934
1996-12-19T06:33:36.061,5 3746845:10:0:0,445.26,-144.42,32.03,469.19,5.04401,-0.40852,1.67961,1.54968
1996-12-19T06:33:36.094,8 3746845:10:5:0,443.54,-141.94,37.54,467.21,5.04401,-0.40852,1.78978,1.65985
1996-12-19T06:33:37.028,1 3746845:11:0:0,443.48,-145.02,33.27,467.77,5.04401,-0.40852,1.90012,1.77019
1996-12-19T06:33:37.061,5 3746845:11:5:0,442.86,-140.73,35.09,466.01,5.04401,-0.40852,2.01063,1.88070
1996-12-19T06:33:37.094,8 3746845:12:0:0,439.81,-141.65,35.33,463.41,5.04401,-0.40852,2.12082,1.99089
1996-12-19T06:33:38.028,1 3746845:12:5:0,441.23,-145.03,36.08,465.85,5.04401,-0.40852,2.23099,2.10106
1996-12-19T06:33:38.061,5 3746845:13:0:0,443.05,-144.90,34.17,467.39,5.04401,-0.40852,2.34124,2.21131
1996-12-19T06:33:38.094,8 3746845:13:5:0,445.10,-143.99,32.51,468.94,5.04406,-0.40852,2.45141,2.32148
1996-12-19T06:33:39.028,1 3746845:14:0:0,440.52,-145.24,31.77,464.94,5.04411,-0.40852,2.56184,2.43187
1996-12-19T06:33:39.061,5 3746845:14:5:0,441.67,-145.93,36.16,466.56,5.04411,-0.40852,2.67235,2.54238
1996-12-19T06:33:39.094,8 3746845:15:0:0,443.47,-145.37,33.79,467.91,5.04411,-0.40852,2.78235,2.65238
1996-12-19T06:33:40.028,1 3746845:15:5:0,441.69,-142.52,36.98,465.59,5.04416,-0.40852,2.89252,2.76256
1996-12-19T06:33:40.061,5 3746845:16:0:0,442.97,-143.08,36.70,466.95,5.04420,-0.40852,3.00305,2.87305
1996-12-19T06:33:40.094,8 3746845:16:5:0,443.47,-144.77,34.75,467.79,5.04420,-0.40852,3.11322,2.98322
1996-12-19T06:33:41.028,1 3746845:17:0:0,443.21,-144.75,37.20,467.74,5.04420,-0.40852,3.22356,3.09356
1996-12-19T06:33:41.061,5 3746845:17:5:0,444.13,-144.97,33.85,468.41,5.04425,-0.40852,3.33407,3.20406
1996-12-19T06:33:41.094,8 3746845:18:0:0,443.46,-143.22,38.93,467.64,5.04430,-0.40852,3.44417,3.31413
1996-12-19T06:33:42.028,1 3746845:18:5:0,443.55,-145.84,36.21,468.31,5.04430,-0.40848,3.55434,3.42430
1996-12-19T06:33:42.061,5 3746845:19:0:0,445.31,-142.67,35.63,468.96,5.04430,-0.40843,3.66468,3.53464
1996-12-19T06:33:42.094,8 3746845:19:5:0,443.54,-143.92,37.55,467.81,5.04430,-0.40843,3.77486,3.64482
1996-12-19T06:33:43.028,1 3746845:20:0:0,445.19,-144.62,39.02,469.71,5.04430,-0.40843,3.88528,3.75524
1996-12-19T06:33:43.061,5 3746845:20:5:0,443.70,-142.39,39.75,467.68,5.04425,-0.40843,3.99578,3.86575
1996-12-19T06:33:43.094,8 3746845:21:0:0,443.82,-143.95,34.13,467.82,5.04420,-0.40843,4.10579,3.97579
1996-12-19T06:33:44.028,1 3746845:21:5:0,443.43,-143.44,37.18,467.54,5.04420,-0.40838,4.21596,4.08595
1996-12-19T06:33:44.061,5 3746845:22:0:0,443.82,-143.17,34.78,467.63,5.04420,-0.40833,4.32649,4.19649
1996-12-19T06:33:44.094,8 3746845:22:5:0,441.99,-140.69,35.94,465.23,5.04425,-0.40833,4.43666,4.30666
1996-12-19T06:33:45.028,1 3746845:23:0:0,443.37,-143.36,38.32,467.54,5.04430,-0.40833,4.54691,4.41687
1996-12-19T06:33:45.061,5 3746845:23:5:0,441.72,-142.58,37.58,465.68,5.04425,-0.40833,4.65741,4.52737
1996-12-19T06:33:45.094,8 3746845:24:0:0,445.95,-143.51,35.83,469.84,5.04420,-0.40833,4.76770,4.63770
1996-12-19T06:33:46.028,1 3746845:24:5:0,445.50,-142.72,39.03,469.43,5.04420,-0.40828,4.87787,4.74787
1996-12-19T06:33:46.061,5 3746845:25:0:0,447.50,-143.09,38.69,471.41,5.04420,-0.40824,4.98812,4.85811
1996-12-19T06:33:46.094,8 3746845:25:5:0,445.45,-143.76,35.70,469.43,5.04420,-0.40824,5.09828,4.96828
1996-12-19T06:33:47.028,1 3746845:26:0:0,442.02,-143.13,37.99,466.16,5.04420,-0.40824,5.20863,5.07862
1996-12-19T06:33:47.061,5 3746845:26:5:0,443.24,-142.44,40.68,467.34,5.04416,-0.40824,5.31913,5.18912
1996-12-19T06:33:47.094,8 3746845:27:0:0,445.76,-143.83,37.75,469.91,5.04411,-0.40824,5.42904,5.29907
1996-12-19T06:33:48.028,1 3746845:27:5:0,444.69,-143.08,36.93,468.59,5.04411,-0.40824,5.53921,5.40924
1996-12-19T06:34:57.028,1 3746846:40:0:0,433.33,-141.37,36.31,457.25,5.04411,-0.40852,3.23449,3.10452
1996-12-19T06:34:57.061,5 3746846:40:5:0,431.97,-142.39,34.10,456.11,5.04411,-0.40852,3.34500,3.21503
1996-12-19T06:34:57.094,8 3746846:41:0:0,434.11,-139.31,34.99,457.26,5.04411,-0.40852,3.45510,3.32513
1996-12-19T06:34:58.028,1 3746846:41:5:0,430.63,-142.02,35.49,454.83,5.04416,-0.40852,3.56527,3.43530
1996-12-19T06:34:58.061,5 3746846:42:0:0,432.34,-141.01,36.43,456.21,5.04420,-0.40852,3.67570,3.54570
1996-12-19T06:34:58.094,8 3746846:42:5:0,432.85,-140.73,37.69,456.71,5.04420,-0.40852,3.78588,3.65588
1996-12-19T06:34:59.028,1 3746846:43:0:0,433.74,-141.09,40.17,457.88,5.04420,-0.40852,3.89621,3.76621
1996-12-19T06:34:59.061,5 3746846:43:5:0,433.75,-141.18,39.86,457.88,5.04420,-0.40848,4.00672,3.87671
1996-12-19T06:34:59.094,8 3746846:44:0:0,434.44,-145.28,36.81,459.56,5.04420,-0.40843,4.11682,3.98681
1996-12-19T06:35:00.028,1 3746846:44:5:0,433.74,-143.29,37.77,458.36,5.04420,-0.40843,4.22699,4.09699
1996-12-19T06:35:00.061,5 3746846:45:0:0,433.01,-144.18,38.94,458.04,5.04420,-0.40843,4.33742,4.20742
1996-12-19T06:35:00.094,8 3746846:45:5:0,432.48,-144.08,37.11,457.36,5.04420,-0.40843,4.44760,4.31759
1996-12-19T06:35:01.028,1 3746846:46:0:0,436.20,-144.03,38.77,461.00,5.04420,-0.40843,4.55793,4.42793
1996-12-19T06:35:01.061,5 3746846:46:5:0,435.14,-144.50,41.57,460.38,5.04420,-0.40838,4.66844,4.53844
1996-12-19T06:35:01.094,8 3746846:47:0:0,433.35,-145.11,37.79,458.56,5.04420,-0.40833,4.77863,4.64863
1996-12-19T06:35:02.028,1 3746846:47:5:0,432.71,-144.89,39.43,458.03,5.04420,-0.40838,4.88880,4.75880
1996-12-19T06:35:02.061,5 3746846:48:0:0,434.98,-145.83,39.03,460.43,5.04420,-0.40843,4.99905,4.86904
1996-12-19T06:35:02.094,8 3746846:48:5:0,435.80,-145.43,37.44,460.95,5.04420,-0.40838,5.10922,4.97921
1996-12-19T06:35:03.028,1 3746846:49:0:0,434.26,-144.60,38.67,459.34,5.04420,-0.40833,5.21965,5.08965
1996-12-19T06:35:03.061,5 3746846:49:5:0,434.06,-142.56,40.68,458.68,5.04420,-0.40833,5.33015,5.20015
1996-12-19T06:35:03.094,8 3746846:50:0:0,434.93,-144.13,36.64,459.65,5.04420,-0.40833,5.44016,5.31016
1996-12-19T06:35:04.028,1 3746846:50:5:0,432.51,-146.17,36.82,458.02,5.04416,-0.40833,5.55033,5.42033
1996-12-19T06:35:04.061,5 3746846:51:0:0,434.69,-143.93,36.22,459.33,5.04411,-0.40833,5.66105,5.53109
1996-12-19T06:35:04.094,8 3746846:51:5:0,435.31,-142.43,35.35,459.39,5.04406,-0.40833,5.77122,5.64126
1996-12-19T06:35:05.028,1 3746846:52:0:0,434.23,-142.90,36.21,458.57,5.04401,-0.40833,5.88118,5.75125
1996-12-19T06:35:05.061,5 3746846:52:5:0,435.31,-142.28,37.35,459.49,5.04401,-0.40833,5.99168,5.86175
1996-12-19T06:35:05.094,8 3746846:53:0:0,430.86,-142.36,38.43,455.40,5.04401,-0.40833,6.10179,5.97186
1996-12-19T06:35:06.028,1 3746846:53:5:0,433.18,-142.28,37.04,457.45,5.04401,-0.40833,6.21195,6.08203
1996-12-19T06:35:06.061,5 3746846:54:0:0,432.91,-140.09,37.20,456.53,5.04401,-0.40833,0.03921,6.19247
1996-12-19T06:35:06.094,8 3746846:54:5:0,434.07,-141.11,34.66,457.75,5.04401,-0.40833,0.14938,0.01945
1996-12-19T06:35:07.028,1 3746846:55:0:0,434.91,-141.90,36.85,458.95,5.04401,-0.40833,0.25972,0.12979
1996-12-19T06:35:07.061,5 3746846:55:5:0,432.23,-143.81,36.01,456.95,5.04396,-0.40833,0.37022,0.24029
1996-12-19T06:35:07.094,8 3746846:56:0:0,432.87,-142.68,34.62,457.09,5.04392,-0.40833,0.48033,0.35043
1996-12-19T06:35:08.028,1 3746846:56:5:0,435.47,-140.19,32.11,458.60,5.04392,-0.40833,0.59050,0.46060
1996-12-19T06:35:08.061,5 3746846:57:0:0,431.28,-140.94,33.51,454.96,5.04392,-0.40833,0.70084,0.57094
1996-12-19T06:35:08.094,8 3746846:57:5:0,434.83,-141.66,37.08,458.82,5.04392,-0.40838,0.81101,0.68111
1996-12-19T06:35:09.028,1 3746846:58:0:0,435.13,-138.59,34.90,458.00,5.04392,-0.40843,0.92144,0.79155
1996-12-19T06:35:09.061,5 3746846:58:5:0,435.74,-140.21,33.93,459.00,5.04392,-0.40843,1.03194,0.90204
1996-12-19T06:35:09.094,8 3746846:59:0:0,435.16,-138.26,35.46,457.97,5.04392,-0.40843,1.14205,1.01215
1996-12-19T06:35:10.028,1 3746846:59:5:0,435.45,-136.92,35.40,457.84,5.04392,-0.40848,1.25222,1.12232
1996-12-19T06:35:10.061,5 3746846:60:0:0,436.39,-138.40,32.62,458.97,5.04392,-0.40852,1.36256,1.23266
1996-12-19T06:35:10.094,8 3746846:60:5:0,435.22,-137.85,35.94,457.94,5.04392,-0.40852,1.47273,1.34284
1996-12-19T06:35:11.028,1 3746846:61:0:0,434.66,-137.00,35.25,457.10,5.04392,-0.40852,1.58316,1.45327
1996-12-19T06:35:11.061,5 3746846:61:5:0,434.91,-138.05,34.01,457.56,5.04396,-0.40852,1.69367,1.56377
1996-12-19T06:35:11.094,8 3746846:62:0:0,435.26,-139.07,32.34,458.08,5.04401,-0.40852,1.80367,1.67374
1996-12-19T06:35:12.028,1 3746846:62:5:0,433.07,-139.78,30.81,456.11,5.04401,-0.40852,1.91384,1.78391
1996-12-19T06:35:12.061,5 3746846:63:0:0,433.56,-138.60,31.00,456.23,5.04401,-0.40852,2.02437,1.89444
1996-12-19T06:35:12.094,8 3746846:63:5:0,432.52,-137.87,29.85,454.94,5.04401,-0.40857,2.13455,2.00462
1996-12-19T06:35:13.028,1 3746846:64:0:0,432.71,-141.33,30.68,456.24,5.04401,-0.40862,2.24479,2.11486
1996-12-19T06:35:13.061,5 3746846:64:5:0,433.93,-140.80,34.92,457.53,5.04401,-0.40862,2.35529,2.22536
1996-12-19T06:35:13.094,8 3746846:65:0:0,432.75,-140.07,32.92,456.04,5.04401,-0.40862,2.46539,2.33546
1996-12-19T06:35:14.028,1 3746846:65:5:0,434.03,-140.76,31.54,457.38,5.04406,-0.40862,2.57557,2.44563
1996-12-19T06:35:14.061,5 3746846:66:0:0,432.52,-141.52,30.54,456.11,5.04411,-0.40862,2.68600,2.55603
1996-12-19T06:35:14.094,8 3746846:66:5:0,432.91,-141.11,30.30,456.34,5.04416,-0.40862,2.79617,2.66620
1996-12-19T06:35:15.028,1 3746846:67:0:0,433.02,-139.22,29.88,455.83,5.04420,-0.40862,2.90651,2.77650
1996-12-19T06:35:15.061,5 3746846:67:5:0,431.42,-142.98,30.75,455.54,5.04416,-0.40857,3.01701,2.88701
1996-12-19T06:35:15.094,8 3746846:68:0:0,435.06,-142.58,30.72,458.86,5.04411,-0.40852,3.12711,2.99715
1996-12-19T06:35:16.028,1 3746846:68:5:0,433.64,-138.19,31.78,456.23,5.04416,-0.40852,3.23728,3.10732
1996-12-19T06:35:16.061,5 3746846:69:0:0,432.75,-141.23,32.06,456.34,5.04420,-0.40852,3.34772,3.21771
1996-12-19T06:35:16.094,8 3746846:69:5:0,434.72,-140.58,32.98,458.08,5.04420,-0.40852,3.45789,3.32789
1996-12-19T06:35:17.028,1 3746846:70:0:0,433.70,-141.10,34.34,457.37,5.04420,-0.40852,3.56823,3.43822
1996-12-19T06:35:17.061,5 3746846:70:5:0,435.51,-141.31,35.82,459.26,5.04425,-0.40852,3.67873,3.54873
1996-12-19T06:35:17.094,8 3746846:71:0:0,433.82,-140.87,26.09,456.87,5.04430,-0.40852,3.78883,3.65879
1996-12-19T06:35:18.028,1 3746846:71:5:0,433.11,-141.18,30.67,456.57,5.04430,-0.40848,3.89901,3.76897
1996-12-19T06:35:18.061,5 3746846:72:0:0,436.43,-139.42,32.68,459.32,5.04430,-0.40843,4.00944,3.87940
1996-12-19T06:35:18.094,8 3746846:72:5:0,434.35,-140.35,32.65,457.63,5.04425,-0.40843,4.11961,3.98957
1996-12-19T06:35:19.028,1 3746846:73:0:0,433.64,-139.51,31.12,456.59,5.04420,-0.40843,4.22985,4.09985
1996-12-19T06:35:19.061,5 3746846:73:5:0,435.57,-140.39,33.22,458.84,5.04420,-0.40843,4.34035,4.21035
1996-12-19T06:35:19.094,8 3746846:74:0:0,434.55,-139.34,33.37,457.57,5.04420,-0.40843,4.45046,4.32045
1996-12-19T06:35:20.028,1 3746846:74:5:0,437.16,-139.74,31.03,460.00,5.04416,-0.40838,4.56062,4.43062
1996-12-19T06:35:20.061,5 3746846:75:0:0,434.31,-139.81,33.84,457.52,5.04411,-0.40833,4.67116,4.54119
1996-12-19T06:35:20.094,8 3746846:75:5:0,435.85,-142.95,31.67,459.79,5.04411,-0.40838,4.78132,4.65136
1996-12-19T06:35:21.028,1 3746846:76:0:0,435.13,-138.93,31.61,457.87,5.04411,-0.40843,4.89176,4.76180
1996-12-19T06:35:21.061,5 3746846:76:5:0,436.40,-139.47,33.72,459.38,5.04411,-0.40843,5.00226,4.87229
1996-12-19T06:35:21.094,8 3746846:77:0:0,435.13,-139.23,36.15,458.30,5.04411,-0.40843,5.11208,4.98212
1996-12-19T06:35:22.028,1 3746846:77:5:0,434.99,-138.30,32.36,457.59,5.04411,-0.40843,5.22225,5.09228
1996-12-19T06:35:22.061,5 3746846:78:0:0,433.34,-140.31,31.02,456.55,5.04411,-0.40843,5.33259,5.20262
1996-12-19T06:35:22.094,8 3746846:78:5:0,435.26,-139.13,31.92,458.07,5.04406,-0.40843,5.44276,5.31279
1996-12-19T06:35:23.028,1 3746846:79:0:0,433.99,-140.60,31.12,457.25,5.04401,-0.40843,5.55320,5.42327
1996-12-19T06:35:23.061,5 3746846:79:5:0,435.16,-141.41,34.16,458.83,5.04401,-0.40843,5.66369,5.53376
1996-12-19T06:35:23.094,8 3746846:80:0:0,433.53,-141.41,36.27,457.45,5.04401,-0.40843,5.77390,5.64397
1996-12-19T06:35:24.028,1 3746846:80:5:0,433.91,-140.04,35.62,457.34,5.04401,-0.40843,5.88406,5.75413
1996-12-19T06:35:24.061,5 3746846:81:0:0,434.75,-137.89,32.68,457.26,5.04401,-0.40843,5.99431,5.86438
1996-12-19T06:35:24.094,8 3746846:81:5:0,432.85,-137.57,34.41,455.48,5.04401,-0.40843,6.10448,5.97455
1996-12-19T06:35:25.028,1 3746846:82:0:0,433.66,-139.47,33.49,456.77,5.04401,-0.40843,6.21492,6.08499
1996-12-19T06:35:25.061,5 3746846:82:5:0,432.88,-138.71,36.17,456.00,5.04401,-0.40843,0.04223,6.19549
1996-12-19T06:35:25.094,8 3746846:83:0:0,432.99,-137.35,35.08,455.61,5.04401,-0.40843,0.15225,0.02232
1996-12-19T06:35:26.028,1 3746846:83:5:0,433.34,-140.89,35.23,457.03,5.04401,-0.40843,0.26242,0.13249
1996-12-19T06:35:26.061,5 3746846:84:0:0,435.59,-139.07,35.20,458.61,5.04401,-0.40843,0.37285,0.24292
1996-12-19T06:35:26.094,8 3746846:84:5:0,434.65,-137.47,34.76,457.19,5.04396,-0.40843,0.48302,0.35309
1996-12-19T06:35:27.028,1 3746846:85:0:0,433.72,-137.20,36.58,456.37,5.04392,-0.40843,0.59336,0.46347
1996-12-19T06:35:27.061,5 3746846:85:5:0,434.63,-139.09,38.20,457.94,5.04392,-0.40843,0.70387,0.57398
1996-12-19T06:35:27.094,8 3746846:86:0:0,433.28,-139.37,36.53,456.60,5.04392,-0.40843,0.81397,0.68407
1996-12-19T06:35:28.028,1 3746846:86:5:0,435.34,-140.24,34.79,458.69,5.04396,-0.40848,0.92415,0.79426
1996-12-19T06:35:28.061,5 3746846:87:0:0,434.71,-138.42,32.39,457.36,5.04401,-0.40852,1.03457,0.90464
1996-12-19T06:35:28.094,8 3746846:87:5:0,433.92,-134.23,37.05,455.72,5.04396,-0.40852,1.14474,1.01481
1996-12-19T06:35:29.028,1 3746846:88:0:0,435.21,-134.75,35.42,456.97,5.04392,-0.40852,1.25508,1.12519
1996-12-19T06:35:29.061,5 3746846:88:5:0,433.56,-133.32,37.79,455.16,5.04396,-0.40852,1.36558,1.23569
1996-12-19T06:35:29.094,8 3746846:89:0:0,434.31,-135.80,37.98,456.62,5.04401,-0.40852,1.47569,1.34576
1996-12-19T06:35:30.028,1 3746846:89:5:0,435.35,-136.92,35.20,457.73,5.04401,-0.40852,1.58586,1.45593
1996-12-19T06:35:30.061,5 3746846:90:0:0,432.60,-140.29,32.30,455.93,5.04401,-0.40852,1.69620,1.56627
1996-12-19T06:35:30.094,8 3746846:90:5:0,431.70,-138.22,33.84,454.55,5.04401,-0.40852,1.80637,1.67644
1996-12-19T06:35:31.028,1 3746847:00:0:0,431.62,-138.91,34.83,454.76,5.04401,-0.40852,1.91719,1.78726
1996-12-19T06:35:31.061,5 3746847:00:5:0,432.24,-139.88,32.90,455.50,5.04401,-0.40852,2.02769,1.89776
1996-12-19T06:35:31.094,8 3746847:01:0:0,432.02,-138.34,33.82,454.89,5.04401,-0.40852,2.13731,2.00738
1996-12-19T06:35:32.028,1 3746847:01:5:0,429.31,-141.42,36.77,453.49,5.04406,-0.40852,2.24748,2.11755
1996-12-19T06:35:32.061,5 3746847:02:0:0,431.05,-141.93,34.92,455.16,5.04411,-0.40852,2.35792,2.22795
1996-12-19T06:35:32.094,8 3746847:02:5:0,429.03,-142.48,32.92,453.27,5.04411,-0.40852,2.46809,2.33812
1996-12-19T06:35:33.028,1 3746847:03:0:0,429.96,-141.40,32.15,453.76,5.04411,-0.40852,2.57852,2.44856
1996-12-19T06:35:33.061,5 3746847:03:5:0,430.72,-139.80,30.65,453.88,5.04411,-0.40852,2.68903,2.55906
1996-12-19T06:35:33.094,8 3746847:04:0:0,430.76,-141.24,30.38,454.34,5.04411,-0.40852,2.79903,2.66907
1996-12-19T06:35:34.028,1 3746847:04:5:0,430.68,-141.70,29.93,454.38,5.04416,-0.40852,2.90920,2.77923
1996-12-19T06:35:34.061,5 3746847:05:0:0,430.43,-140.91,29.82,453.89,5.04420,-0.40852,3.01964,2.88964
1996-12-19T06:35:34.094,8 3746847:05:5:0,430.16,-141.91,31.00,454.03,5.04416,-0.40852,3.12981,2.99981
1996-12-19T06:35:35.028,1 3746847:06:0:0,431.09,-141.65,31.92,454.89,5.04411,-0.40852,3.24015,3.11018
1996-12-19T06:35:35.061,5 3746847:06:5:0,430.63,-139.02,32.70,453.69,5.04411,-0.40852,3.35065,3.22069
1996-12-19T06:35:35.094,8 3746847:07:0:0,432.47,-142.18,33.64,456.49,5.04411,-0.40852,3.46075,3.33079
1996-12-19T06:35:36.028,1 3746847:07:5:0,430.88,-139.73,34.51,454.28,5.04411,-0.40852,3.57092,3.44095
1996-12-19T06:35:36.061,5 3746847:08:0:0,432.53,-140.37,32.97,455.93,5.04411,-0.40852,3.68136,3.55139
1996-12-19T06:35:36.094,8 3746847:08:5:0,431.16,-137.89,28.22,453.55,5.04411,-0.40852,3.79153,3.66156
1996-12-19T06:35:37.028,1 3746847:09:0:0,431.76,-134.61,29.08,453.19,5.04411,-0.40852,3.90177,3.77181
1996-12-19T06:35:37.061,5 3746847:09:5:0,435.84,-135.78,27.60,457.34,5.04416,-0.40852,4.01228,3.88231
1996-12-19T06:35:37.094,8 3746847:10:0:0,438.14,-134.20,28.30,459.11,5.04420,-0.40852,4.12247,3.99247
1996-12-19T06:35:38.028,1 3746847:10:5:0,432.16,-137.51,31.15,454.57,5.04416,-0.40848,4.23264,4.10264
1996-12-19T06:35:38.061,5 3746847:11:0:0,434.49,-136.90,27.61,456.38,5.04411,-0.40843,4.34298,4.21302
1996-12-19T06:35:38.094,8 3746847:11:5:0,434.57,-135.48,28.20,456.07,5.04416,-0.40843,4.45315,4.32319
1996-12-19T06:35:39.028,1 3746847:12:0:0,435.39,-137.21,29.49,457.45,5.04420,-0.40843,4.56368,4.43368
1996-12-19T06:35:39.061,5 3746847:12:5:0,437.00,-135.17,27.58,458.26,5.04420,-0.40843,4.67419,4.54418
1996-12-19T06:35:39.094,8 3746847:13:0:0,436.56,-138.87,28.49,459.00,5.04420,-0.40843,4.78410,4.65409
1996-12-19T06:35:40.028,1 3746847:13:5:0,436.47,-140.42,31.24,459.56,5.04416,-0.40843,4.89427,4.76427
1996-12-19T06:35:40.061,5 3746847:14:0:0,435.61,-141.64,33.39,459.28,5.04411,-0.40843,5.00470,4.87474
1996-12-19T06:35:40.094,8 3746847:14:5:0,432.49,-142.51,33.84,456.62,5.04411,-0.40843,5.11487,4.98491
1996-12-19T06:35:41.028,1 3746847:15:0:0,434.65,-145.40,31.77,459.42,5.04411,-0.40843,5.22521,5.09525
1996-12-19T06:35:41.061,5 3746847:15:5:0,435.31,-142.18,31.22,459.00,5.04416,-0.40843,5.33571,5.20575
1996-12-19T06:35:41.094,8 3746847:16:0:0,434.04,-145.47,31.23,458.83,5.04420,-0.40843,5.44582,5.31581
1996-12-19T06:35:42.028,1 3746847:16:5:0,437.40,-143.30,34.42,461.55,5.04416,-0.40838,5.55599,5.42599
1996-12-19T06:35:42.061,5 3746847:17:0:0,435.91,-142.06,33.74,459.72,5.04411,-0.40833,5.66633,5.53636
1996-12-19T06:35:42.094,8 3746847:17:5:0,436.79,-145.83,33.56,461.72,5.04411,-0.40833,5.77650,5.64653
1996-12-19T06:35:43.028,1 3746847:18:0:0,436.51,-143.18,32.83,460.57,5.04411,-0.40833,5.88693,5.75697
1996-12-19T06:35:43.061,5 3746847:18:5:0,438.17,-145.24,33.55,462.83,5.04406,-0.40833,5.99743,5.86747
1996-12-19T06:35:43.094,8 3746847:19:0:0,434.93,-151.64,38.33,462.20,5.04401,-0.40833,6.10744,5.97751
1996-12-19T06:35:44.028,1 3746847:19:5:0,432.19,-153.10,37.63,460.04,5.04401,-0.40833,6.21761,6.08768
1996-12-19T06:35:44.061,5 3746847:20:0:0,434.65,-153.19,37.38,462.37,5.04401,-0.40833,0.04487,6.19812
1996-12-19T06:35:44.094,8 3746847:20:5:0,435.38,-152.97,37.24,462.97,5.04401,-0.40833,0.15504,0.02511
1996-12-19T06:35:45.028,1 3746847:21:0:0,437.38,-153.15,36.88,464.88,5.04401,-0.40833,0.26538,0.13545
1996-12-19T06:35:45.061,5 3746847:21:5:0,435.56,-150.91,34.04,462.22,5.04401,-0.40838,0.37588,0.24595
1996-12-19T06:35:45.094,8 3746847:22:0:0,438.37,-151.69,34.18,465.13,5.04401,-0.40843,0.48598,0.35605
1996-12-19T06:35:46.028,1 3746847:22:5:0,435.71,-150.93,35.83,462.50,5.04396,-0.40843,0.59615,0.46622
1996-12-19T06:35:46.061,5 3746847:23:0:0,435.96,-152.79,37.85,463.51,5.04392,-0.40843,0.70649,0.57660
1996-12-19T06:35:46.094,8 3746847:23:5:0,434.71,-157.66,36.45,463.85,5.04392,-0.40843,0.81666,0.68677
1996-12-19T06:35:47.028,1 3746847:24:0:0,438.64,-151.06,34.47,465.21,5.04392,-0.40843,0.92710,0.79721
